countryid,GDP_2020
453,145.02146567667586
454,273.29190654247924
455,150.80617764043228
456,75.0903065309142
457,26.557407202059927
458,204.94165929365474
459,33.01127086404762
460,277.6593499648308
461,116.43080806648062
462,90.67259272813297
463,141.00678528797783
845,180.04411469868532
846,1419.936859836567
847,2267.7945802331938
848,122.94274323328942
849,369.91915567652467
850,513.3723115212717
851,163.25873359714942
852,393.1403837801367
853,1105.700457862105
854,81.07116567253023
855,778.6367887070079
856,410.65112138861423
857,246.44550078350187
858,228.91756959952542
859,312.4354736784238
860,233.21517203421607
861,246.3709979675126
862,193.61028995073613
863,119.09892799060388
864,120.06124422750538
865,223.65021260453457
866,1007.5136158171618
867,488.8919303812217
869,445.92674144002603
870,476.12931288702555
871,48.392607824160194
872,232.35215158148685
873,220.7489776562888
874,175.34493541338685
875,152.4638104311384
876,126.33761381602096
877,102.60231105971332
878,165.69908345787084
879,95.04760910492622
880,117.63495082378645
881,219.54024042498295
882,267.8717211463267
883,223.9439168285016
884,170.98282046638911
885,142.27953905319464
886,94.90082631799052
887,194.3665689043751
888,588.2909197935239
889,101.80965974101761
890,526.1032560152512
891,197.18228186617597
892,198.12551553742617
893,203.4756989173047
894,180.43574179349443
895,238.78378490892084
896,186.2871037034715
897,123.78234569555697
898,217.44318123957692
899,147.82108927670893
900,84.36616376333426
901,436.23671971465734
902,241.3973665009363
903,172.48215762096137
904,214.5516662606575
905,174.53247378897072
906,90.89081319103256
907,71.07120710026147
908,743.1784846301501
909,444.8370184778111
910,360.62567922094854
911,477.96905820025825
912,142.11231869223604
913,124.07725089278865
914,171.13441390149598
915,273.3531563026893
916,115.35590589916237
917,191.408695918936
918,134.84464024949804
919,78.26092489137082
920,223.7185499588915
921,83.9931192999799
922,151.82736447866964
923,493.0311706300288
924,265.76819259793933
925,248.5993224500139
926,231.64471135020057
927,74.13479817070134
928,186.16119916778507
929,256.85853417607143
930,420.6393859921664
931,178.45993761484448
932,143.44896681204435
933,181.7429637144707
547,4104.843576231141
548,3023.3938570848013
549,1124.041397061652
550,852.3598851889332
551,571.5794860865378
552,826.4838190924143
553,1814.6314073362603
554,5580.77404664536
555,3844.4324778964615
556,2613.642221419579
557,247.20303045108164
558,795.3678655555393
559,651.2400365457748
560,2691.125529389693
561,693.7894025542656
562,695.3274546080474
563,985.6393234927931
564,372.5452056184008
565,1068.6516021574337
566,1419.2410591229934
567,5847.214903580637
568,1131.6984862689278
569,5683.557333557902
570,2775.2980937545235
571,2169.2407014724427
572,4483.012703775519
573,2614.935735376679
574,680.3154847797862
575,242.87771363516444
576,683.4804899483364
577,632.8025835490578
578,622.130317677106
579,1088.8870687870053
580,1482.245689409395
581,1110.6470584895596
582,229.4046102030458
583,679.406292406005
584,1175.8806550797212
585,585.1061496576009
586,349.3279620160781
587,267.1903535687276
588,568.4887990179901
589,823.393325411136
590,506.53325901856533
591,330.7886184386857
592,618.7069136256804
593,403.759451235781
594,209.08388021546492
595,281.2231041476622
596,406.7419208829146
597,497.08867265619216
598,403.50614111270824
599,541.8322053329202
600,903.617999213657
601,753.9896831610192
602,529.4409322849757
603,652.1273508118334
604,3785.940596885691
605,768.9362623514331
606,1009.0924282575986
607,939.5095559760811
608,5957.244527001285
609,777.1986831250907
610,1373.490986706399
611,2343.5062184968438
612,546.3011794764263
613,1081.8084759894386
614,282.7227146074588
615,937.397524796237
616,897.7901975101275
617,1092.6143010688918
618,1183.7371202462193
619,29.165199860027645
620,543.2643951302358
621,808.876611267027
622,724.8449477754556
623,675.2627463724756
357,5879.38412026774
358,563.4103318996686
359,161.4112801462827
360,331.08399966943375
361,661.419858735754
362,3080.443245106145
363,0.0
364,1531.760561394338
365,654.4915779397592
366,515.842903093158
367,855.2001868054489
368,338.7846970646209
369,191.20671043308147
370,887.2055377903126
371,263.9930521848748
372,163.748780658835
373,127.65564776934845
374,170.49728816722242
375,226.48382967534167
376,171.28116463106986
377,159.43876474970315
378,20.518338977730032
379,100.30516255384221
380,195.53615184513305
381,115.97197996333406
382,203.7501585630305
383,186.6003723785737
384,149.05993660293757
385,352.20876925205897
386,252.22603024597433
387,151.76293102191437
388,563.1266846293408
389,405.7732527859874
390,18.532000217518007
391,299.265749845292
392,257.2510646757432
393,152.0496913440632
394,642.3727865056873
395,395.07267827309744
396,10.666913870372827
397,706.4281702554031
398,251.16103598397004
399,4.47707289761643
400,211.28221432498688
401,114.53776419254613
402,366.320724436968
403,40.36652345658294
404,149.19292154847696
405,49.87180206485362
406,286.8194367674798
407,153.09019765308048
408,97.96628975706754
409,172.816767982
410,132.35387026747188
411,454.37316517428195
412,147.52886841366663
413,140.18520016319707
414,229.4337829265846
269,1027.7464110498918
270,781.5859121151188
271,156.19418957537604
