country position,Hazard,starttime,endtime,Intensity
1,extreme wind,2013-04-07,2013-04-09,23.0
1,heatwave,2014-03-15,2014-04-02,288.0
1,extreme wind,2010-03-16,2010-03-22,24.0
1,heatwave,2013-03-03,2013-03-18,292.0
1,heatwave,2007-08-11,2007-08-25,300.0
1,extreme wind,2017-05-01,2017-05-07,24.0
1,extreme wind,2011-04-16,2011-04-18,17.0
1,extreme wind,2010-03-15,2010-03-15,20.0
1,flood,2010-07-23,2010-08-03,2.0
1,extreme wind,2012-03-28,2012-03-30,18.0
1,heatwave,2010-09-07,2010-09-17,296.0
1,extreme wind,2008-05-25,2008-05-29,17.0
2,heatwave,2014-03-15,2014-04-02,288.0
2,extreme wind,2017-05-01,2017-05-07,24.0
2,heatwave,2007-08-11,2007-08-25,300.0
2,extreme wind,2013-04-07,2013-04-09,23.0
2,extreme wind,2012-03-28,2012-03-30,18.0
2,heatwave,2010-09-07,2010-09-17,296.0
2,flood,2010-07-23,2010-08-03,2.0
2,extreme wind,2010-03-16,2010-03-22,24.0
2,extreme wind,2008-05-25,2008-05-29,17.0
2,extreme wind,2011-04-16,2011-04-18,17.0
3,heatwave,2014-03-15,2014-04-02,288.0
3,heatwave,2007-08-11,2007-08-25,300.0
3,extreme wind,2017-05-01,2017-05-07,24.0
3,extreme wind,2011-04-16,2011-04-18,17.0
3,extreme wind,2008-05-25,2008-05-29,17.0
3,extreme wind,2012-03-28,2012-03-30,18.0
3,extreme wind,2010-03-16,2010-03-22,24.0
4,heatwave,2014-03-15,2014-04-02,288.0
4,heatwave,2007-08-11,2007-08-25,300.0
4,extreme wind,2017-05-01,2017-05-07,24.0
4,extreme wind,2010-03-15,2010-03-15,20.0
4,extreme wind,2015-10-01,2015-10-03,21.0
4,extreme wind,2008-05-25,2008-05-29,17.0
4,extreme wind,2012-03-28,2012-03-30,18.0
4,heatwave,2010-09-07,2010-09-17,296.0
4,extreme wind,2010-03-16,2010-03-22,24.0
4,extreme wind,2011-04-16,2011-04-18,17.0
5,heatwave,2014-03-15,2014-04-02,288.0
5,extreme wind,2017-05-01,2017-05-07,24.0
5,extreme wind,2011-04-16,2011-04-18,17.0
5,extreme wind,2010-03-15,2010-03-15,20.0
5,extreme wind,2008-05-25,2008-05-29,17.0
5,extreme wind,2012-03-28,2012-03-30,18.0
5,heatwave,2013-03-03,2013-03-18,292.0
5,heatwave,2007-08-11,2007-08-25,300.0
5,heatwave,2010-09-07,2010-09-17,296.0
5,extreme wind,2010-03-16,2010-03-22,24.0
5,flood,2010-07-23,2010-08-03,2.0
5,extreme wind,2013-04-07,2013-04-09,23.0
6,heatwave,2014-03-15,2014-04-02,288.0
6,heatwave,2007-08-11,2007-08-25,300.0
6,extreme wind,2017-05-01,2017-05-07,24.0
6,extreme wind,2008-05-25,2008-05-29,17.0
6,extreme wind,2010-03-15,2010-03-15,20.0
6,extreme wind,2012-03-28,2012-03-30,18.0
6,flood,2010-07-23,2010-08-03,2.0
6,extreme wind,2010-03-16,2010-03-22,24.0
6,heatwave,2010-09-07,2010-09-17,296.0
6,extreme wind,2011-04-16,2011-04-18,17.0
6,extreme wind,2015-10-01,2015-10-03,21.0
7,heatwave,2014-03-15,2014-04-02,288.0
7,heatwave,2007-08-11,2007-08-25,300.0
7,extreme wind,2010-03-16,2010-03-22,24.0
7,extreme wind,2013-04-07,2013-04-09,23.0
7,heatwave,2007-01-03,2007-02-13,290.0
7,extreme wind,2017-05-01,2017-05-07,24.0
7,extreme wind,2011-04-16,2011-04-18,17.0
7,heatwave,2010-09-07,2010-09-17,296.0
7,flood,2010-07-23,2010-08-03,2.0
7,extreme wind,2010-03-15,2010-03-15,20.0
7,extreme wind,2012-03-28,2012-03-30,18.0
7,heatwave,2013-03-03,2013-03-18,292.0
7,extreme wind,2008-05-25,2008-05-29,17.0
8,heatwave,2014-03-15,2014-04-02,288.0
8,extreme wind,2011-04-16,2011-04-18,17.0
8,extreme wind,2017-05-01,2017-05-07,24.0
8,heatwave,2005-04-04,2005-04-08,292.0
8,heatwave,2007-01-03,2007-02-13,290.0
8,extreme wind,2004-03-15,2004-03-17,16.0
8,extreme wind,2012-03-28,2012-03-30,18.0
8,flood,2010-07-23,2010-08-03,2.0
8,extreme wind,2010-03-15,2010-03-15,20.0
8,extreme wind,2008-05-25,2008-05-29,17.0
9,heatwave,2014-03-15,2014-04-02,288.0
9,extreme wind,2012-03-28,2012-03-30,18.0
9,heatwave,2007-01-03,2007-02-13,290.0
9,heatwave,2007-08-11,2007-08-25,300.0
9,extreme wind,2008-05-25,2008-05-29,17.0
9,extreme wind,2011-04-16,2011-04-18,17.0
9,extreme wind,2010-03-15,2010-03-15,20.0
9,extreme wind,2017-05-01,2017-05-07,24.0
9,extreme wind,2010-03-16,2010-03-22,24.0
9,heatwave,2005-04-04,2005-04-08,292.0
10,heatwave,2014-03-15,2014-04-02,288.0
10,extreme wind,2010-03-15,2010-03-15,20.0
10,extreme wind,2017-05-01,2017-05-07,24.0
10,extreme wind,2012-03-28,2012-03-30,18.0
10,heatwave,2007-01-03,2007-02-13,290.0
10,extreme wind,2011-04-16,2011-04-18,17.0
10,heatwave,2005-04-04,2005-04-08,292.0
11,heatwave,2014-03-15,2014-04-02,288.0
11,heatwave,2007-01-03,2007-02-13,290.0
11,heatwave,2005-04-04,2005-04-08,292.0
11,extreme wind,2017-05-01,2017-05-07,24.0
11,extreme wind,2012-03-28,2012-03-30,18.0
11,extreme wind,2010-03-15,2010-03-15,20.0
11,heatwave,2010-09-07,2010-09-17,296.0
12,heatwave,2014-03-15,2014-04-02,288.0
12,extreme wind,2017-05-01,2017-05-07,24.0
12,extreme wind,2011-04-16,2011-04-18,17.0
12,extreme wind,2010-03-16,2010-03-22,24.0
12,extreme wind,2010-03-15,2010-03-15,20.0
12,extreme wind,2008-05-25,2008-05-29,17.0
12,heatwave,2007-01-03,2007-02-13,290.0
12,extreme wind,2012-03-28,2012-03-30,18.0
12,flood,2010-07-23,2010-08-03,2.0
12,extreme wind,2004-03-15,2004-03-17,16.0
12,heatwave,2005-04-04,2005-04-08,292.0
13,heatwave,2014-03-15,2014-04-02,288.0
13,extreme wind,2010-03-16,2010-03-22,24.0
13,extreme wind,2015-10-01,2015-10-03,21.0
13,extreme wind,2017-05-01,2017-05-07,24.0
13,extreme wind,2010-03-15,2010-03-15,20.0
13,extreme wind,2011-04-16,2011-04-18,17.0
13,extreme wind,2012-03-28,2012-03-30,18.0
13,heatwave,2010-09-07,2010-09-17,296.0
14,extreme wind,2013-04-07,2013-04-09,23.0
14,extreme wind,2017-05-01,2017-05-07,24.0
14,extreme wind,2004-03-15,2004-03-17,16.0
14,extreme wind,2011-04-16,2011-04-18,17.0
14,extreme wind,2010-03-16,2010-03-22,24.0
14,heatwave,2005-04-04,2005-04-08,292.0
14,extreme wind,2012-03-28,2012-03-30,18.0
15,heatwave,2014-03-15,2014-04-02,288.0
15,extreme wind,2017-05-01,2017-05-07,24.0
15,extreme wind,2013-04-07,2013-04-09,23.0
15,extreme wind,2011-04-16,2011-04-18,17.0
15,extreme wind,2012-03-28,2012-03-30,18.0
15,heatwave,2005-04-04,2005-04-08,292.0
15,flood,2010-07-23,2010-08-03,2.0
15,heatwave,2013-03-03,2013-03-18,292.0
15,extreme wind,2010-03-16,2010-03-22,24.0
16,extreme wind,2010-03-16,2010-03-22,24.0
16,extreme wind,2017-05-01,2017-05-07,24.0
16,extreme wind,2013-04-07,2013-04-09,23.0
16,extreme wind,2012-03-28,2012-03-30,18.0
16,extreme wind,2004-03-15,2004-03-17,16.0
16,extreme wind,2011-04-16,2011-04-18,17.0
16,heatwave,2005-04-04,2005-04-08,292.0
17,heatwave,2014-03-15,2014-04-02,288.0
17,extreme wind,2017-05-01,2017-05-07,24.0
17,extreme wind,2010-03-16,2010-03-22,24.0
17,extreme wind,2013-04-07,2013-04-09,23.0
17,heatwave,2005-04-04,2005-04-08,292.0
17,extreme wind,2012-03-28,2012-03-30,18.0
17,extreme wind,2011-04-16,2011-04-18,17.0
17,extreme wind,2004-03-15,2004-03-17,16.0
18,extreme wind,2010-03-16,2010-03-22,24.0
18,heatwave,2014-03-15,2014-04-02,288.0
18,extreme wind,2017-05-01,2017-05-07,24.0
18,flood,2010-07-23,2010-08-03,2.0
18,extreme wind,2008-05-25,2008-05-29,17.0
18,extreme wind,2013-04-07,2013-04-09,23.0
18,extreme wind,2012-03-28,2012-03-30,18.0
18,extreme wind,2004-03-15,2004-03-17,16.0
18,extreme wind,2011-04-16,2011-04-18,17.0
19,heatwave,2014-03-15,2014-04-02,288.0
19,extreme wind,2017-05-01,2017-05-07,24.0
19,flood,2010-07-23,2010-08-03,2.0
19,extreme wind,2012-03-28,2012-03-30,18.0
19,extreme wind,2011-04-16,2011-04-18,17.0
19,extreme wind,2013-04-07,2013-04-09,23.0
19,extreme wind,2004-03-15,2004-03-17,16.0
19,extreme wind,2010-03-16,2010-03-22,24.0
19,extreme wind,2008-05-25,2008-05-29,17.0
20,heatwave,2014-03-15,2014-04-02,288.0
20,extreme wind,2004-03-15,2004-03-17,16.0
20,extreme wind,2017-05-01,2017-05-07,24.0
20,extreme wind,2011-04-16,2011-04-18,17.0
20,extreme wind,2012-03-28,2012-03-30,18.0
20,extreme wind,2013-04-07,2013-04-09,23.0
20,extreme wind,2010-03-16,2010-03-22,24.0
20,heatwave,2005-04-04,2005-04-08,292.0
21,extreme wind,2012-03-28,2012-03-30,18.0
21,extreme wind,2011-04-16,2011-04-18,17.0
21,extreme wind,2013-04-07,2013-04-09,23.0
21,extreme wind,2010-03-16,2010-03-22,24.0
21,extreme wind,2004-03-15,2004-03-17,16.0
21,heatwave,2005-04-04,2005-04-08,292.0
22,heatwave,2014-03-15,2014-04-02,288.0
22,extreme wind,2013-04-07,2013-04-09,23.0
22,extreme wind,2012-03-28,2012-03-30,18.0
22,extreme wind,2017-05-01,2017-05-07,24.0
22,extreme wind,2011-04-16,2011-04-18,17.0
22,extreme wind,2010-03-16,2010-03-22,24.0
22,heatwave,2005-04-04,2005-04-08,292.0
23,extreme wind,2013-04-07,2013-04-09,23.0
23,extreme wind,2011-04-16,2011-04-18,17.0
23,extreme wind,2017-05-01,2017-05-07,24.0
23,extreme wind,2012-03-28,2012-03-30,18.0
23,heatwave,2005-04-04,2005-04-08,292.0
23,extreme wind,2004-03-15,2004-03-17,16.0
23,extreme wind,2010-03-16,2010-03-22,24.0
24,heatwave,2014-03-15,2014-04-02,288.0
24,heatwave,2013-03-03,2013-03-18,292.0
24,extreme wind,2012-03-28,2012-03-30,18.0
24,extreme wind,2011-04-16,2011-04-18,17.0
24,extreme wind,2008-05-25,2008-05-29,17.0
24,extreme wind,2017-05-01,2017-05-07,24.0
24,extreme wind,2013-04-07,2013-04-09,23.0
24,flood,2010-07-23,2010-08-03,2.0
24,extreme wind,2010-03-16,2010-03-22,24.0
25,heatwave,2014-03-15,2014-04-02,288.0
25,extreme wind,2017-05-01,2017-05-07,24.0
25,extreme wind,2012-03-28,2012-03-30,18.0
25,extreme wind,2010-03-16,2010-03-22,24.0
25,extreme wind,2013-04-07,2013-04-09,23.0
25,heatwave,2005-04-04,2005-04-08,292.0
25,extreme wind,2004-03-15,2004-03-17,16.0
25,extreme wind,2011-04-16,2011-04-18,17.0
26,heatwave,2014-03-15,2014-04-02,288.0
26,extreme wind,2017-05-01,2017-05-07,24.0
26,extreme wind,2004-03-15,2004-03-17,16.0
26,extreme wind,2012-03-28,2012-03-30,18.0
26,extreme wind,2011-04-16,2011-04-18,17.0
26,heatwave,2005-04-04,2005-04-08,292.0
26,extreme wind,2010-03-16,2010-03-22,24.0
26,extreme wind,2013-04-07,2013-04-09,23.0
27,heatwave,2014-03-15,2014-04-02,288.0
27,extreme wind,2011-04-16,2011-04-18,17.0
27,extreme wind,2004-03-15,2004-03-17,16.0
27,heatwave,2005-04-04,2005-04-08,292.0
27,extreme wind,2013-04-07,2013-04-09,23.0
27,extreme wind,2010-03-16,2010-03-22,24.0
27,extreme wind,2012-03-28,2012-03-30,18.0
28,heatwave,2014-03-15,2014-04-02,288.0
28,extreme wind,2013-04-07,2013-04-09,23.0
28,extreme wind,2017-05-01,2017-05-07,24.0
28,heatwave,2005-04-04,2005-04-08,292.0
28,extreme wind,2004-03-15,2004-03-17,16.0
28,extreme wind,2011-04-16,2011-04-18,17.0
28,extreme wind,2010-03-16,2010-03-22,24.0
28,extreme wind,2012-03-28,2012-03-30,18.0
29,extreme wind,2004-03-15,2004-03-17,16.0
29,extreme wind,2012-03-28,2012-03-30,18.0
29,extreme wind,2017-05-01,2017-05-07,24.0
29,extreme wind,2011-04-16,2011-04-18,17.0
29,heatwave,2005-04-04,2005-04-08,292.0
29,extreme wind,2013-04-07,2013-04-09,23.0
29,extreme wind,2010-03-16,2010-03-22,24.0
30,heatwave,2014-03-15,2014-04-02,288.0
30,extreme wind,2012-03-28,2012-03-30,18.0
30,extreme wind,2017-05-01,2017-05-07,24.0
30,extreme wind,2004-03-15,2004-03-17,16.0
30,extreme wind,2013-04-07,2013-04-09,23.0
30,heatwave,2005-04-04,2005-04-08,292.0
30,extreme wind,2010-03-16,2010-03-22,24.0
30,extreme wind,2011-04-16,2011-04-18,17.0
31,extreme wind,2017-05-01,2017-05-07,24.0
31,extreme wind,2011-04-16,2011-04-18,17.0
31,extreme wind,2004-03-15,2004-03-17,16.0
31,extreme wind,2013-04-07,2013-04-09,23.0
31,extreme wind,2010-03-16,2010-03-22,24.0
31,extreme wind,2012-03-28,2012-03-30,18.0
32,heatwave,2007-01-03,2007-02-13,290.0
32,heatwave,2014-03-15,2014-04-02,288.0
32,heatwave,2005-04-04,2005-04-08,292.0
32,extreme wind,2017-05-01,2017-05-07,24.0
32,extreme wind,2010-03-15,2010-03-15,20.0
32,heatwave,2010-09-07,2010-09-17,296.0
33,heatwave,2014-03-15,2014-04-02,288.0
33,extreme wind,2012-03-28,2012-03-30,18.0
33,heatwave,2007-01-03,2007-02-13,290.0
33,extreme wind,2010-03-15,2010-03-15,20.0
33,extreme wind,2017-05-01,2017-05-07,24.0
33,heatwave,2010-09-07,2010-09-17,296.0
33,heatwave,2005-04-04,2005-04-08,292.0
34,heatwave,2014-03-15,2014-04-02,288.0
34,extreme wind,2017-05-01,2017-05-07,24.0
34,heatwave,2010-09-07,2010-09-17,296.0
34,extreme wind,2015-10-01,2015-10-03,21.0
34,extreme wind,2010-03-15,2010-03-15,20.0
35,heatwave,2014-03-15,2014-04-02,288.0
35,extreme wind,2017-05-01,2017-05-07,24.0
35,extreme wind,2010-03-15,2010-03-15,20.0
35,extreme wind,2015-10-01,2015-10-03,21.0
35,heatwave,2007-01-03,2007-02-13,290.0
35,heatwave,2005-04-04,2005-04-08,292.0
36,extreme wind,2017-05-01,2017-05-07,24.0
36,heatwave,2007-01-03,2007-02-13,290.0
36,extreme wind,2010-03-15,2010-03-15,20.0
37,heatwave,2014-03-15,2014-04-02,288.0
37,extreme wind,2017-05-01,2017-05-07,24.0
37,extreme wind,2010-03-15,2010-03-15,20.0
37,extreme wind,2015-10-01,2015-10-03,21.0
37,heatwave,2010-09-07,2010-09-17,296.0
38,extreme wind,2017-05-01,2017-05-07,24.0
38,heatwave,2014-03-15,2014-04-02,288.0
38,extreme wind,2012-03-28,2012-03-30,18.0
38,extreme wind,2010-03-15,2010-03-15,20.0
38,heatwave,2010-09-07,2010-09-17,296.0
39,heatwave,2007-01-03,2007-02-13,290.0
39,extreme wind,2010-03-15,2010-03-15,20.0
39,heatwave,2010-09-07,2010-09-17,296.0
39,heatwave,2005-04-04,2005-04-08,292.0
39,extreme wind,2017-05-01,2017-05-07,24.0
40,heatwave,2014-03-15,2014-04-02,288.0
40,extreme wind,2017-05-01,2017-05-07,24.0
40,extreme wind,2010-03-15,2010-03-15,20.0
40,heatwave,2010-09-07,2010-09-17,296.0
40,extreme wind,2015-10-01,2015-10-03,21.0
40,extreme wind,2012-03-28,2012-03-30,18.0
41,heatwave,2014-03-15,2014-04-02,288.0
41,extreme wind,2017-05-01,2017-05-07,24.0
41,heatwave,2007-01-03,2007-02-13,290.0
41,extreme wind,2010-03-15,2010-03-15,20.0
41,heatwave,2005-04-04,2005-04-08,292.0
41,heatwave,2010-09-07,2010-09-17,296.0
42,heatwave,2014-03-15,2014-04-02,288.0
42,extreme wind,2017-05-01,2017-05-07,24.0
42,extreme wind,2010-03-15,2010-03-15,20.0
42,extreme wind,2015-10-01,2015-10-03,21.0
42,heatwave,2010-09-07,2010-09-17,296.0
43,heatwave,2014-03-15,2014-04-02,288.0
43,extreme wind,2015-10-01,2015-10-03,21.0
43,extreme wind,2017-05-01,2017-05-07,24.0
43,heatwave,2007-01-03,2007-02-13,290.0
43,heatwave,2010-09-07,2010-09-17,296.0
44,heatwave,2014-03-15,2014-04-02,288.0
44,heatwave,2007-01-03,2007-02-13,290.0
44,extreme wind,2017-05-01,2017-05-07,24.0
44,heatwave,2010-09-07,2010-09-17,296.0
44,extreme wind,2015-10-01,2015-10-03,21.0
44,extreme wind,2010-03-15,2010-03-15,20.0
44,coldwave,2005-03-10,2005-03-12,264.0
45,heatwave,2014-03-15,2014-04-02,288.0
45,heatwave,2007-01-03,2007-02-13,290.0
45,extreme wind,2010-03-15,2010-03-15,20.0
45,extreme wind,2017-05-01,2017-05-07,24.0
45,extreme wind,2015-10-01,2015-10-03,21.0
46,heatwave,2014-03-15,2014-04-02,288.0
46,heatwave,2007-01-03,2007-02-13,290.0
46,heatwave,2010-09-07,2010-09-17,296.0
46,extreme wind,2015-10-01,2015-10-03,21.0
46,extreme wind,2017-05-01,2017-05-07,24.0
47,heatwave,2014-03-15,2014-04-02,288.0
47,extreme wind,2015-10-01,2015-10-03,21.0
47,extreme wind,2010-03-15,2010-03-15,20.0
47,extreme wind,2017-05-01,2017-05-07,24.0
47,heatwave,2007-01-03,2007-02-13,290.0
47,heatwave,2010-09-07,2010-09-17,296.0
48,heatwave,2014-03-15,2014-04-02,288.0
48,extreme wind,2006-04-10,2006-04-13,17.0
48,extreme wind,2006-05-27,2006-05-27,17.0
48,flood,2010-07-23,2010-08-03,2.0
48,heatwave,2013-03-03,2013-03-18,292.0
48,heatwave,2005-04-04,2005-04-08,292.0
48,extreme wind,2010-03-16,2010-03-22,24.0
49,heatwave,2014-03-15,2014-04-02,288.0
49,extreme wind,2006-05-27,2006-05-27,17.0
49,extreme wind,2006-04-10,2006-04-13,17.0
49,heatwave,2013-03-03,2013-03-18,292.0
49,heatwave,2005-04-04,2005-04-08,292.0
49,extreme wind,2010-03-16,2010-03-22,24.0
50,heatwave,2013-03-03,2013-03-18,292.0
50,extreme wind,2010-03-16,2010-03-22,24.0
50,extreme wind,2006-04-10,2006-04-13,17.0
50,heatwave,2013-09-12,2013-09-20,298.0
50,extreme wind,2006-05-27,2006-05-27,17.0
50,heatwave,2005-04-04,2005-04-08,292.0
51,extreme wind,2010-03-16,2010-03-22,24.0
51,heatwave,2013-03-03,2013-03-18,292.0
51,extreme wind,2006-04-10,2006-04-13,17.0
51,extreme wind,2004-03-15,2004-03-17,16.0
51,extreme wind,2006-05-27,2006-05-27,17.0
51,heatwave,2005-04-04,2005-04-08,292.0
52,heatwave,2005-04-04,2005-04-08,292.0
52,heatwave,2013-03-03,2013-03-18,292.0
52,extreme wind,2006-04-10,2006-04-13,17.0
52,extreme wind,2010-03-16,2010-03-22,24.0
52,extreme wind,2006-05-27,2006-05-27,17.0
52,heatwave,2017-05-27,2017-06-01,301.0
52,extreme wind,2004-03-15,2004-03-17,16.0
53,heatwave,2014-03-15,2014-04-02,288.0
53,extreme wind,2017-05-01,2017-05-07,24.0
53,heatwave,2013-03-03,2013-03-18,292.0
53,extreme wind,2006-04-10,2006-04-13,17.0
53,extreme wind,2010-03-16,2010-03-22,24.0
54,flood,2010-07-23,2010-08-03,2.0
54,heatwave,2013-03-03,2013-03-18,292.0
54,extreme wind,2006-04-10,2006-04-13,17.0
54,extreme wind,2006-05-27,2006-05-27,17.0
54,extreme wind,2010-03-16,2010-03-22,24.0
54,heatwave,2005-04-04,2005-04-08,292.0
55,extreme wind,2010-03-16,2010-03-22,24.0
55,heatwave,2013-03-03,2013-03-18,292.0
55,extreme wind,2006-04-10,2006-04-13,17.0
55,extreme wind,2004-03-15,2004-03-17,16.0
55,extreme wind,2006-05-27,2006-05-27,17.0
55,heatwave,2005-04-04,2005-04-08,292.0
56,heatwave,2014-03-15,2014-04-02,288.0
56,extreme wind,2006-04-10,2006-04-13,17.0
56,extreme wind,2004-03-15,2004-03-17,16.0
56,heatwave,2013-03-03,2013-03-18,292.0
56,heatwave,2005-04-04,2005-04-08,292.0
56,extreme wind,2006-05-27,2006-05-27,17.0
56,extreme wind,2010-03-16,2010-03-22,24.0
57,heatwave,2013-03-03,2013-03-18,292.0
57,extreme wind,2006-04-10,2006-04-13,17.0
57,extreme wind,2006-05-27,2006-05-27,17.0
57,extreme wind,2010-03-16,2010-03-22,24.0
57,heatwave,2005-04-04,2005-04-08,292.0
57,extreme wind,2011-04-16,2011-04-18,17.0
57,extreme wind,2004-03-15,2004-03-17,16.0
58,extreme wind,2006-04-10,2006-04-13,17.0
58,extreme wind,2006-05-27,2006-05-27,17.0
58,heatwave,2013-03-03,2013-03-18,292.0
58,extreme wind,2010-03-16,2010-03-22,24.0
58,heatwave,2005-04-04,2005-04-08,292.0
58,extreme wind,2004-03-15,2004-03-17,16.0
59,heatwave,2013-03-03,2013-03-18,292.0
59,extreme wind,2006-04-10,2006-04-13,17.0
59,extreme wind,2004-03-15,2004-03-17,16.0
59,extreme wind,2010-03-16,2010-03-22,24.0
59,extreme wind,2006-05-27,2006-05-27,17.0
59,heatwave,2005-04-04,2005-04-08,292.0
60,extreme wind,2006-04-10,2006-04-13,17.0
60,heatwave,2013-03-03,2013-03-18,292.0
60,heatwave,2005-04-04,2005-04-08,292.0
60,extreme wind,2004-03-15,2004-03-17,16.0
60,extreme wind,2010-03-16,2010-03-22,24.0
61,extreme wind,2006-04-10,2006-04-13,17.0
61,extreme wind,2010-03-16,2010-03-22,24.0
61,heatwave,2013-03-03,2013-03-18,292.0
61,heatwave,2017-05-27,2017-06-01,301.0
61,heatwave,2005-04-04,2005-04-08,292.0
61,extreme wind,2004-03-15,2004-03-17,16.0
61,heatwave,2013-09-12,2013-09-20,298.0
61,extreme wind,2006-05-27,2006-05-27,17.0
62,extreme wind,2010-03-16,2010-03-22,24.0
62,extreme wind,2006-04-10,2006-04-13,17.0
62,extreme wind,2004-03-15,2004-03-17,16.0
62,heatwave,2013-03-03,2013-03-18,292.0
62,heatwave,2005-04-04,2005-04-08,292.0
62,extreme wind,2006-05-27,2006-05-27,17.0
63,heatwave,2014-03-15,2014-04-02,288.0
63,extreme wind,2017-05-01,2017-05-07,24.0
63,heatwave,2013-03-03,2013-03-18,292.0
63,heatwave,2005-04-04,2005-04-08,292.0
63,extreme wind,2010-03-16,2010-03-22,24.0
63,extreme wind,2006-04-10,2006-04-13,17.0
63,extreme wind,2006-05-27,2006-05-27,17.0
64,extreme wind,2006-05-27,2006-05-27,17.0
64,heatwave,2014-03-15,2014-04-02,288.0
64,extreme wind,2004-03-15,2004-03-17,16.0
64,extreme wind,2006-04-10,2006-04-13,17.0
64,extreme wind,2010-03-16,2010-03-22,24.0
64,heatwave,2005-04-04,2005-04-08,292.0
64,extreme wind,2011-04-16,2011-04-18,17.0
65,extreme wind,2006-04-10,2006-04-13,17.0
65,heatwave,2014-03-15,2014-04-02,288.0
65,heatwave,2013-03-03,2013-03-18,292.0
65,extreme wind,2004-03-15,2004-03-17,16.0
65,extreme wind,2006-05-27,2006-05-27,17.0
65,extreme wind,2017-05-01,2017-05-07,24.0
65,extreme wind,2010-03-16,2010-03-22,24.0
65,heatwave,2005-04-04,2005-04-08,292.0
65,extreme wind,2013-04-07,2013-04-09,23.0
66,heatwave,2014-03-15,2014-04-02,288.0
66,extreme wind,2006-05-27,2006-05-27,17.0
66,extreme wind,2017-05-01,2017-05-07,24.0
66,extreme wind,2012-03-28,2012-03-30,18.0
66,extreme wind,2011-04-16,2011-04-18,17.0
66,extreme wind,2004-03-15,2004-03-17,16.0
66,extreme wind,2006-04-10,2006-04-13,17.0
66,heatwave,2005-04-04,2005-04-08,292.0
66,extreme wind,2013-04-07,2013-04-09,23.0
66,extreme wind,2010-03-16,2010-03-22,24.0
67,heatwave,2014-03-15,2014-04-02,288.0
67,extreme wind,2006-04-10,2006-04-13,17.0
67,extreme wind,2017-05-01,2017-05-07,24.0
67,extreme wind,2006-05-27,2006-05-27,17.0
67,extreme wind,2010-03-16,2010-03-22,24.0
67,extreme wind,2013-04-07,2013-04-09,23.0
67,extreme wind,2011-04-16,2011-04-18,17.0
67,heatwave,2005-04-04,2005-04-08,292.0
67,flood,2010-07-23,2010-08-03,2.0
67,extreme wind,2004-03-15,2004-03-17,16.0
68,heatwave,2014-03-15,2014-04-02,288.0
68,extreme wind,2017-05-01,2017-05-07,24.0
68,extreme wind,2011-04-16,2011-04-18,17.0
68,extreme wind,2012-03-28,2012-03-30,18.0
68,extreme wind,2013-04-07,2013-04-09,23.0
68,extreme wind,2004-03-15,2004-03-17,16.0
68,heatwave,2005-04-04,2005-04-08,292.0
68,extreme wind,2010-03-16,2010-03-22,24.0
69,heatwave,2014-03-15,2014-04-02,288.0
69,extreme wind,2006-04-10,2006-04-13,17.0
69,extreme wind,2006-05-27,2006-05-27,17.0
69,extreme wind,2010-03-16,2010-03-22,24.0
69,extreme wind,2011-04-16,2011-04-18,17.0
69,extreme wind,2013-04-07,2013-04-09,23.0
69,extreme wind,2004-03-15,2004-03-17,16.0
69,heatwave,2005-04-04,2005-04-08,292.0
69,extreme wind,2012-03-28,2012-03-30,18.0
70,heatwave,2014-03-15,2014-04-02,288.0
70,heatwave,2005-04-04,2005-04-08,292.0
70,extreme wind,2006-04-10,2006-04-13,17.0
70,extreme wind,2006-05-27,2006-05-27,17.0
70,extreme wind,2010-03-16,2010-03-22,24.0
70,extreme wind,2011-04-16,2011-04-18,17.0
70,extreme wind,2004-03-15,2004-03-17,16.0
71,heatwave,2014-03-15,2014-04-02,288.0
71,extreme wind,2006-04-10,2006-04-13,17.0
71,extreme wind,2004-03-15,2004-03-17,16.0
71,extreme wind,2006-05-27,2006-05-27,17.0
71,extreme wind,2011-04-16,2011-04-18,17.0
71,heatwave,2005-04-04,2005-04-08,292.0
71,extreme wind,2010-03-16,2010-03-22,24.0
72,heatwave,2014-03-15,2014-04-02,288.0
72,extreme wind,2013-04-07,2013-04-09,23.0
72,extreme wind,2017-05-01,2017-05-07,24.0
72,extreme wind,2004-03-15,2004-03-17,16.0
72,heatwave,2005-04-04,2005-04-08,292.0
72,extreme wind,2011-04-16,2011-04-18,17.0
72,extreme wind,2012-03-28,2012-03-30,18.0
72,extreme wind,2010-03-16,2010-03-22,24.0
73,extreme wind,2012-03-28,2012-03-30,18.0
73,heatwave,2005-04-04,2005-04-08,292.0
73,extreme wind,2004-03-15,2004-03-17,16.0
73,extreme wind,2010-03-16,2010-03-22,24.0
73,extreme wind,2006-04-10,2006-04-13,17.0
73,extreme wind,2011-04-16,2011-04-18,17.0
74,extreme wind,2011-04-16,2011-04-18,17.0
74,extreme wind,2010-03-16,2010-03-22,24.0
74,heatwave,2005-04-04,2005-04-08,292.0
74,extreme wind,2004-03-15,2004-03-17,16.0
75,extreme wind,2006-04-10,2006-04-13,17.0
75,heatwave,2005-04-04,2005-04-08,292.0
75,extreme wind,2011-04-16,2011-04-18,17.0
75,heatwave,2013-03-03,2013-03-18,292.0
75,extreme wind,2004-03-15,2004-03-17,16.0
75,extreme wind,2010-03-16,2010-03-22,24.0
76,extreme wind,2004-03-15,2004-03-17,16.0
