country position,Hazard,starttime,endtime,Intensity
1521,coldwave,2011-03-17,2011-04-29,266.0
1521,extreme wind,2015-04-17,2015-04-19,22.0
1521,heatwave,2015-03-25,2015-04-09,297.0
1521,heatwave,2008-09-16,2008-09-26,301.0
1521,coldwave,2007-12-24,2008-02-25,246.0
1521,extreme wind,2007-04-12,2007-04-17,18.0
1521,extreme wind,2015-03-31,2015-04-04,17.0
1521,extreme wind,2006-04-10,2006-04-13,17.0
1521,tropical cyclone,2016-08-15,2016-08-19,23.93
1521,extreme wind,2008-09-21,2008-09-26,17.0
1521,tropical cyclone,2016-07-25,2016-07-28,34.95
1522,extreme wind,2010-02-28,2010-03-07,18.0
1522,heatwave,2010-01-28,2010-02-16,302.0
1522,coldwave,2016-01-21,2016-01-31,248.0
1522,heatwave,2007-03-27,2007-04-04,299.0
1522,heatwave,2010-02-21,2010-03-09,304.0
1522,extreme wind,2015-03-31,2015-04-04,17.0
1522,wildfire,2010-02-24,2010-03-08,39.24724219331896
1522,coldwave,2007-12-24,2008-02-25,246.0
1522,extreme wind,2009-02-09,2009-03-01,25.0
1522,flood,2007-06-06,2007-08-17,1.5
1522,wildfire,2010-02-22,2010-03-02,6.501606666124143
1522,wildfire,2010-02-23,2010-03-01,8.240195359091288
1522,extreme wind,2015-04-17,2015-04-19,22.0
1522,flood,2008-06-24,2008-06-27,1.5
1522,tropical cyclone,2016-08-15,2016-08-19,23.93
1522,extreme wind,2007-04-12,2007-04-17,18.0
1522,coldwave,2011-03-17,2011-04-29,266.0
1522,flood,2007-07-18,2007-08-13,1.0
1522,wildfire,2010-02-25,2010-03-02,12.818343252096726
1522,flood,2010-07-23,2010-08-03,2.0
1522,heatwave,2015-03-25,2015-04-09,297.0
1522,wildfire,2010-02-05,2010-02-23,7.795790103121694
1522,tropical cyclone,2016-07-25,2016-07-28,34.95
1522,wildfire,2015-03-29,2015-04-13,6.94101812087633
1522,heatwave,2008-09-16,2008-09-26,301.0
1522,extreme wind,2008-09-21,2008-09-26,17.0
1522,wildfire,2010-02-20,2010-02-26,6.286251299586776
1523,heatwave,2010-01-28,2010-02-16,302.0
1523,flood,2007-06-06,2007-08-17,1.5
1523,heatwave,2010-02-21,2010-03-09,304.0
1523,extreme wind,2006-04-10,2006-04-13,17.0
1523,extreme wind,2009-02-09,2009-03-01,25.0
1523,heatwave,2007-03-27,2007-04-04,299.0
1523,extreme wind,2010-02-28,2010-03-07,18.0
1523,coldwave,2016-01-21,2016-01-31,248.0
1523,coldwave,2007-12-24,2008-02-25,246.0
1523,wildfire,2010-02-25,2010-03-06,23.75870779655854
1523,wildfire,2010-02-23,2010-03-02,18.31609662456966
1523,wildfire,2010-02-24,2010-03-08,16.57256357078832
1523,tropical cyclone,2016-08-15,2016-08-19,23.93
1523,wildfire,2010-02-24,2010-03-02,11.979655543527349
1523,extreme wind,2007-04-12,2007-04-17,18.0
1523,extreme wind,2015-04-17,2015-04-19,22.0
1523,wildfire,2010-02-23,2010-03-08,11.086698871876578
1523,flood,2007-07-18,2007-08-13,1.0
1523,heatwave,2012-04-27,2012-05-04,303.0
1523,extreme wind,2013-04-04,2013-04-06,17.0
1523,wildfire,2010-02-25,2010-03-02,12.818343252096726
1523,wildfire,2015-04-13,2015-04-23,5.003268545891002
1523,flood,2010-07-23,2010-08-03,2.0
1523,extreme wind,2008-09-21,2008-09-26,17.0
1523,wildfire,2010-02-07,2010-02-15,5.216028839392873
1523,coldwave,2011-03-17,2011-04-29,266.0
1523,wildfire,2010-02-07,2010-02-15,13.48473332321526
1523,wildfire,2010-02-21,2010-02-28,13.923595407491732
1523,heatwave,2008-09-16,2008-09-26,301.0
1523,wildfire,2010-02-26,2010-03-06,9.805448780602484
1523,extreme wind,2015-03-31,2015-04-04,17.0
1523,wildfire,2010-02-26,2010-03-02,6.097282618170546
1523,wildfire,2010-02-05,2010-02-25,14.388447895978253
1523,wildfire,2010-02-21,2010-03-02,8.715745593714596
1523,heatwave,2011-05-06,2011-05-11,301.0
1523,wildfire,2010-02-07,2010-02-15,27.448506640302817
1523,tropical cyclone,2016-07-25,2016-07-28,34.95
1523,heatwave,2015-03-25,2015-04-09,297.0
1524,extreme wind,2009-02-09,2009-03-01,25.0
1524,extreme wind,2007-04-12,2007-04-17,18.0
1524,heatwave,2007-03-27,2007-04-04,299.0
1524,extreme wind,2010-02-28,2010-03-07,18.0
1524,flood,2007-07-18,2007-08-13,1.0
1524,heatwave,2010-01-28,2010-02-16,302.0
1524,heatwave,2010-02-21,2010-03-09,304.0
1524,heatwave,2008-09-16,2008-09-26,301.0
1524,heatwave,2012-04-27,2012-05-04,303.0
1524,flood,2007-06-06,2007-08-17,1.5
1524,extreme wind,2015-03-31,2015-04-04,17.0
1524,extreme wind,2005-02-12,2005-02-21,20.0
1524,coldwave,2011-03-17,2011-04-29,266.0
1524,coldwave,2016-01-21,2016-01-31,248.0
1524,coldwave,2007-12-24,2008-02-25,246.0
1524,extreme wind,2008-09-21,2008-09-26,17.0
1524,tropical cyclone,2016-07-25,2016-07-28,34.95
1524,extreme wind,2006-04-10,2006-04-13,17.0
1524,extreme wind,2013-04-04,2013-04-06,17.0
1524,extreme wind,2005-02-22,2005-02-23,20.0
1524,flood,2010-07-23,2010-08-03,2.0
1524,flood,2008-06-24,2008-06-27,1.5
1524,wildfire,2010-02-23,2010-03-06,23.474331249407943
1524,wildfire,2010-02-23,2010-03-04,6.742042692085092
1524,wildfire,2010-02-24,2010-03-06,18.25686773052065
1524,extreme wind,2015-04-17,2015-04-19,22.0
1524,heatwave,2015-03-25,2015-04-09,297.0
1524,tropical cyclone,2016-08-15,2016-08-19,23.93
1524,heatwave,2011-05-06,2011-05-11,301.0
1524,wildfire,2010-02-07,2010-02-20,7.165372089855612
1525,extreme wind,2010-02-28,2010-03-07,18.0
1525,heatwave,2007-03-27,2007-04-04,299.0
1525,extreme wind,2015-04-17,2015-04-19,22.0
1525,extreme wind,2006-04-10,2006-04-13,17.0
1525,heatwave,2010-02-21,2010-03-09,304.0
1525,extreme wind,2009-02-09,2009-03-01,25.0
1525,flood,2007-06-06,2007-08-17,1.5
1525,coldwave,2016-01-21,2016-01-31,248.0
1525,heatwave,2011-05-06,2011-05-11,301.0
1525,flood,2007-07-18,2007-08-13,1.0
1525,extreme wind,2013-04-04,2013-04-06,17.0
1525,extreme wind,2005-02-22,2005-02-23,20.0
1525,extreme wind,2005-02-12,2005-02-21,20.0
1525,coldwave,2007-12-24,2008-02-25,246.0
1525,heatwave,2010-01-28,2010-02-16,302.0
1525,heatwave,2012-04-27,2012-05-04,303.0
1525,flood,2008-06-24,2008-06-27,1.5
1525,tropical cyclone,2016-08-15,2016-08-19,23.93
1525,flood,2010-07-23,2010-08-03,2.0
1525,tropical cyclone,2016-07-25,2016-07-28,34.95
1525,coldwave,2011-03-17,2011-04-29,266.0
1525,wildfire,2010-02-04,2010-02-23,10.896251098687667
1525,extreme wind,2007-04-12,2007-04-17,18.0
1525,wildfire,2010-02-26,2010-03-06,9.805448780602484
1525,heatwave,2015-03-25,2015-04-09,297.0
1525,extreme wind,2015-03-31,2015-04-04,17.0
1525,wildfire,2010-02-23,2010-02-28,7.412332332231733
1525,wildfire,2010-02-03,2010-03-09,101.77437635629587
1525,extreme wind,2008-09-21,2008-09-26,17.0
1525,wildfire,2010-02-23,2010-03-06,16.801878000199018
1525,wildfire,2010-02-25,2010-03-06,23.75870779655854
1525,heatwave,2008-09-16,2008-09-26,301.0
1525,wildfire,2010-02-07,2010-02-23,6.111432794714896
1526,extreme wind,2006-04-10,2006-04-13,17.0
1526,extreme wind,2010-02-28,2010-03-07,18.0
1526,heatwave,2010-02-21,2010-03-09,304.0
1526,heatwave,2010-01-28,2010-02-16,302.0
1526,flood,2007-06-06,2007-08-17,1.5
1526,extreme wind,2009-02-09,2009-03-01,25.0
1526,extreme wind,2008-09-21,2008-09-26,17.0
1526,coldwave,2007-12-24,2008-02-25,246.0
1526,extreme wind,2015-04-17,2015-04-19,22.0
1526,tropical cyclone,2016-08-15,2016-08-19,23.93
1526,extreme wind,2015-03-31,2015-04-04,17.0
1526,flood,2010-07-23,2010-08-03,2.0
1526,flood,2007-07-18,2007-08-13,1.0
1526,heatwave,2008-09-16,2008-09-26,301.0
1526,heatwave,2015-03-25,2015-04-09,297.0
1526,tropical cyclone,2016-07-25,2016-07-28,34.95
1527,extreme wind,2009-02-09,2009-03-01,25.0
1527,flood,2007-06-06,2007-08-17,1.5
1527,extreme wind,2010-02-28,2010-03-07,18.0
1527,flood,2007-07-18,2007-08-13,1.0
1527,coldwave,2007-12-24,2008-02-25,246.0
1527,heatwave,2010-01-28,2010-02-16,302.0
1527,extreme wind,2015-04-17,2015-04-19,22.0
1527,heatwave,2010-02-21,2010-03-09,304.0
1527,extreme wind,2006-04-10,2006-04-13,17.0
1527,tropical cyclone,2016-08-15,2016-08-19,23.93
1527,tropical cyclone,2016-07-25,2016-07-28,34.95
1527,heatwave,2015-03-25,2015-04-09,297.0
1527,tropical cyclone,2009-08-02,2009-08-10,25.52
1527,extreme wind,2008-09-21,2008-09-26,17.0
1527,extreme wind,2015-03-31,2015-04-04,17.0
1528,heatwave,2010-02-21,2010-03-09,304.0
1528,extreme wind,2006-04-10,2006-04-13,17.0
1528,extreme wind,2009-02-09,2009-03-01,25.0
1528,tropical cyclone,2016-08-15,2016-08-19,23.93
1528,heatwave,2010-01-28,2010-02-16,302.0
1528,flood,2007-06-06,2007-08-17,1.5
1528,flood,2007-07-18,2007-08-13,1.0
1528,tropical cyclone,2016-07-25,2016-07-28,34.95
1528,extreme wind,2008-09-21,2008-09-26,17.0
1528,coldwave,2007-12-24,2008-02-25,246.0
1528,extreme wind,2015-04-17,2015-04-19,22.0
1528,heatwave,2008-01-07,2008-01-12,293.0
1528,extreme wind,2015-03-31,2015-04-04,17.0
1528,heatwave,2015-03-25,2015-04-09,297.0
1529,heatwave,2010-02-21,2010-03-09,304.0
1529,extreme wind,2006-04-10,2006-04-13,17.0
1529,extreme wind,2010-02-28,2010-03-07,18.0
1529,coldwave,2007-12-24,2008-02-25,246.0
1529,extreme wind,2009-02-09,2009-03-01,25.0
1529,heatwave,2010-01-28,2010-02-16,302.0
1529,extreme wind,2008-09-21,2008-09-26,17.0
1529,extreme wind,2015-04-17,2015-04-19,22.0
1529,tropical cyclone,2016-07-25,2016-07-28,34.95
1529,heatwave,2015-03-25,2015-04-09,297.0
1529,heatwave,2008-01-07,2008-01-12,293.0
1529,tropical cyclone,2016-08-15,2016-08-19,23.93
1529,extreme wind,2015-03-31,2015-04-04,17.0
1530,heatwave,2010-02-21,2010-03-09,304.0
1530,heatwave,2007-03-27,2007-04-04,299.0
1530,extreme wind,2010-02-28,2010-03-07,18.0
1530,extreme wind,2009-02-09,2009-03-01,25.0
1530,extreme wind,2006-04-10,2006-04-13,17.0
1530,heatwave,2010-01-28,2010-02-16,302.0
1530,coldwave,2007-12-24,2008-02-25,246.0
1530,tropical cyclone,2016-08-15,2016-08-19,23.93
1530,heatwave,2015-03-25,2015-04-09,297.0
1530,extreme wind,2015-04-17,2015-04-19,22.0
1530,extreme wind,2008-09-21,2008-09-26,17.0
1530,heatwave,2011-05-06,2011-05-11,301.0
1530,extreme wind,2015-03-31,2015-04-04,17.0
1530,tropical cyclone,2016-07-25,2016-07-28,34.95
1530,heatwave,2008-09-16,2008-09-26,301.0
1531,heatwave,2010-01-28,2010-02-16,302.0
1531,flood,2007-07-18,2007-08-13,1.0
1531,flood,2007-06-06,2007-08-17,1.5
1531,coldwave,2007-12-24,2008-02-25,246.0
1531,heatwave,2010-02-21,2010-03-09,304.0
1531,extreme wind,2006-04-10,2006-04-13,17.0
1531,extreme wind,2010-02-28,2010-03-07,18.0
1531,tropical cyclone,2016-07-25,2016-07-28,34.95
1531,extreme wind,2008-09-21,2008-09-26,17.0
1531,heatwave,2007-03-27,2007-04-04,299.0
1531,extreme wind,2009-02-09,2009-03-01,25.0
1531,heatwave,2008-09-16,2008-09-26,301.0
1531,tropical cyclone,2016-08-15,2016-08-19,23.93
1531,extreme wind,2010-03-02,2010-03-02,15.0
1531,heatwave,2015-03-25,2015-04-09,297.0
1531,heatwave,2011-05-06,2011-05-11,301.0
1531,flood,2008-06-24,2008-06-27,1.5
1531,extreme wind,2015-03-31,2015-04-04,17.0
1531,flood,2010-07-23,2010-08-03,2.0
1532,coldwave,2007-12-24,2008-02-25,246.0
1532,heatwave,2007-03-27,2007-04-04,299.0
1532,extreme wind,2009-02-09,2009-03-01,25.0
1532,extreme wind,2010-02-28,2010-03-07,18.0
1532,heatwave,2010-02-21,2010-03-09,304.0
1532,heatwave,2010-01-28,2010-02-16,302.0
1532,tropical cyclone,2016-07-25,2016-07-28,34.95
1532,heatwave,2015-03-25,2015-04-09,297.0
1532,heatwave,2008-09-16,2008-09-26,301.0
1532,extreme wind,2015-03-31,2015-04-04,17.0
1532,extreme wind,2006-04-10,2006-04-13,17.0
1532,extreme wind,2008-09-21,2008-09-26,17.0
1532,extreme wind,2015-04-17,2015-04-19,22.0
1532,tropical cyclone,2016-08-15,2016-08-19,23.93
1533,extreme wind,2010-02-28,2010-03-07,18.0
1533,coldwave,2007-12-24,2008-02-25,246.0
1533,heatwave,2010-01-28,2010-02-16,302.0
1533,extreme wind,2009-02-09,2009-03-01,25.0
1533,heatwave,2010-02-21,2010-03-09,304.0
1533,flood,2007-06-06,2007-08-17,1.5
1533,extreme wind,2008-09-21,2008-09-26,17.0
1533,heatwave,2015-03-25,2015-04-09,297.0
1533,extreme wind,2015-04-17,2015-04-19,22.0
1533,heatwave,2008-09-16,2008-09-26,301.0
1533,extreme wind,2006-04-10,2006-04-13,17.0
1533,flood,2007-07-18,2007-08-13,1.0
1533,flood,2010-07-23,2010-08-03,2.0
1533,tropical cyclone,2016-08-15,2016-08-19,23.93
1533,tropical cyclone,2016-07-25,2016-07-28,34.95
1533,extreme wind,2015-03-31,2015-04-04,17.0
1534,extreme wind,2009-02-09,2009-03-01,25.0
1534,extreme wind,2010-02-28,2010-03-07,18.0
1534,heatwave,2010-02-21,2010-03-09,304.0
1534,heatwave,2010-01-28,2010-02-16,302.0
1534,coldwave,2007-12-24,2008-02-25,246.0
1534,flood,2007-07-18,2007-08-13,1.0
1534,flood,2007-06-06,2007-08-17,1.5
1534,flood,2008-06-24,2008-06-27,1.5
1534,extreme wind,2008-09-21,2008-09-26,17.0
1534,heatwave,2015-03-25,2015-04-09,297.0
1534,flood,2010-07-23,2010-08-03,2.0
1534,tropical cyclone,2016-08-15,2016-08-19,23.93
1534,extreme wind,2006-04-10,2006-04-13,17.0
1534,extreme wind,2015-04-17,2015-04-19,22.0
1534,tropical cyclone,2009-09-09,2009-09-12,15.96
1534,extreme wind,2015-03-31,2015-04-04,17.0
1534,tropical cyclone,2016-07-25,2016-07-28,34.95
1534,heatwave,2008-09-16,2008-09-26,301.0
1535,heatwave,2010-02-21,2010-03-09,304.0
1535,flood,2007-06-06,2007-08-17,1.5
1535,extreme wind,2010-02-28,2010-03-07,18.0
1535,tropical cyclone,2016-07-25,2016-07-28,34.95
1535,heatwave,2010-01-28,2010-02-16,302.0
1535,coldwave,2007-12-24,2008-02-25,246.0
1535,extreme wind,2006-04-10,2006-04-13,17.0
1535,tropical cyclone,2016-08-15,2016-08-19,23.93
1535,extreme wind,2009-02-09,2009-03-01,25.0
1535,heatwave,2008-09-16,2008-09-26,301.0
1535,flood,2007-07-18,2007-08-13,1.0
1535,extreme wind,2015-04-17,2015-04-19,22.0
1535,extreme wind,2015-03-31,2015-04-04,17.0
1535,extreme wind,2008-09-21,2008-09-26,17.0
1535,heatwave,2015-03-25,2015-04-09,297.0
1535,tropical cyclone,2009-09-09,2009-09-12,15.96
1536,heatwave,2010-01-28,2010-02-16,302.0
1536,extreme wind,2007-03-30,2007-04-02,15.0
1536,coldwave,2007-12-24,2008-02-25,246.0
1536,heatwave,2010-02-21,2010-03-09,304.0
1536,extreme wind,2009-02-09,2009-03-01,25.0
1536,extreme wind,2010-02-28,2010-03-07,18.0
1536,tropical cyclone,2016-07-25,2016-07-28,34.95
1536,flood,2007-06-06,2007-08-17,1.5
1536,flood,2007-07-18,2007-08-13,1.0
1536,heatwave,2008-09-16,2008-09-26,301.0
1536,heatwave,2015-03-25,2015-04-09,297.0
1536,extreme wind,2008-09-21,2008-09-26,17.0
1536,extreme wind,2015-04-17,2015-04-19,22.0
1536,flood,2010-07-23,2010-08-03,2.0
1536,extreme wind,2006-04-10,2006-04-13,17.0
1536,tropical cyclone,2016-08-15,2016-08-19,23.93
1536,tropical cyclone,2009-09-09,2009-09-12,15.96
1536,flood,2008-06-24,2008-06-27,1.5
1536,extreme wind,2015-03-31,2015-04-04,17.0
1537,heatwave,2010-02-21,2010-03-09,304.0
1537,heatwave,2010-01-28,2010-02-16,302.0
1537,extreme wind,2008-09-21,2008-09-26,17.0
1537,coldwave,2016-01-21,2016-01-31,248.0
1537,extreme wind,2016-01-22,2016-01-26,24.0
1537,coldwave,2007-12-24,2008-02-25,246.0
1537,tropical cyclone,2016-07-25,2016-07-28,34.95
1537,heatwave,2012-12-13,2013-01-04,302.0
1537,tropical cyclone,2009-08-02,2009-08-10,25.52
1537,tropical cyclone,2009-09-09,2009-09-12,15.96
1537,tropical cyclone,2016-08-15,2016-08-19,23.93
1537,coldwave,2011-03-17,2011-04-29,266.0
1537,tropical cyclone,2007-09-30,2007-10-04,38.11
1537,tropical cyclone,2011-09-23,2011-09-27,15.65
1537,extreme wind,2007-09-27,2007-10-05,17.0
1538,heatwave,2010-02-21,2010-03-09,304.0
1538,tropical cyclone,2007-09-30,2007-10-04,38.11
1538,coldwave,2011-03-17,2011-04-29,266.0
1538,heatwave,2010-01-28,2010-02-16,302.0
1538,coldwave,2007-12-24,2008-02-25,246.0
1538,coldwave,2016-01-21,2016-01-31,248.0
1538,extreme wind,2016-01-22,2016-01-26,24.0
1538,extreme wind,2007-09-27,2007-10-05,17.0
1538,tropical cyclone,2016-08-15,2016-08-19,23.93
1538,tropical cyclone,2009-08-02,2009-08-10,25.52
1538,heatwave,2012-12-13,2013-01-04,302.0
1538,tropical cyclone,2009-09-09,2009-09-12,15.96
1538,tropical cyclone,2016-07-25,2016-07-28,34.95
1538,tropical cyclone,2011-09-23,2011-09-27,15.65
1538,extreme wind,2008-09-21,2008-09-26,17.0
1539,heatwave,2015-03-25,2015-04-09,297.0
1539,heatwave,2010-02-21,2010-03-09,304.0
1539,coldwave,2007-12-24,2008-02-25,246.0
1539,heatwave,2010-01-28,2010-02-16,302.0
1539,coldwave,2016-01-21,2016-01-31,248.0
1539,extreme wind,2007-09-27,2007-10-05,17.0
1539,tropical cyclone,2009-09-09,2009-09-12,15.96
1539,tropical cyclone,2009-08-02,2009-08-10,25.52
1539,tropical cyclone,2007-09-30,2007-10-04,38.11
1539,extreme wind,2008-09-21,2008-09-26,17.0
1539,coldwave,2011-03-17,2011-04-29,266.0
1539,tropical cyclone,2011-09-23,2011-09-27,15.65
1539,tropical cyclone,2016-08-15,2016-08-19,23.93
1539,heatwave,2012-12-13,2013-01-04,302.0
1539,tropical cyclone,2016-07-25,2016-07-28,34.95
1540,heatwave,2010-01-28,2010-02-16,302.0
1540,heatwave,2010-02-21,2010-03-09,304.0
1540,coldwave,2016-01-21,2016-01-31,248.0
1540,heatwave,2012-12-13,2013-01-04,302.0
1540,extreme wind,2016-01-22,2016-01-26,24.0
1540,coldwave,2007-12-24,2008-02-25,246.0
1540,extreme wind,2008-09-21,2008-09-26,17.0
1540,tropical cyclone,2007-09-30,2007-10-04,38.11
1540,tropical cyclone,2009-09-09,2009-09-12,15.96
1540,heatwave,2015-03-25,2015-04-09,297.0
1540,coldwave,2011-03-17,2011-04-29,266.0
1540,tropical cyclone,2016-08-15,2016-08-19,23.93
1540,tropical cyclone,2009-08-02,2009-08-10,25.52
1540,tropical cyclone,2011-09-23,2011-09-27,15.65
1540,tropical cyclone,2016-07-25,2016-07-28,34.95
1540,extreme wind,2007-09-27,2007-10-05,17.0
1541,extreme wind,2016-01-22,2016-01-26,24.0
1541,heatwave,2010-02-21,2010-03-09,304.0
1541,extreme wind,2007-09-27,2007-10-05,17.0
1541,coldwave,2007-12-24,2008-02-25,246.0
1541,heatwave,2010-01-28,2010-02-16,302.0
1541,coldwave,2011-03-17,2011-04-29,266.0
1541,tropical cyclone,2007-09-30,2007-10-04,38.11
1541,tropical cyclone,2011-09-23,2011-09-27,15.65
1541,coldwave,2016-01-21,2016-01-31,248.0
1541,tropical cyclone,2016-07-25,2016-07-28,34.95
1541,extreme wind,2008-09-21,2008-09-26,17.0
1541,tropical cyclone,2009-09-09,2009-09-12,15.96
1541,tropical cyclone,2009-08-02,2009-08-10,25.52
1541,tropical cyclone,2016-08-15,2016-08-19,23.93
1541,heatwave,2012-12-13,2013-01-04,302.0
1542,heatwave,2010-02-21,2010-03-09,304.0
1542,heatwave,2010-01-28,2010-02-16,302.0
1542,coldwave,2016-01-21,2016-01-31,248.0
1542,coldwave,2011-03-17,2011-04-29,266.0
1542,coldwave,2007-12-24,2008-02-25,246.0
1542,extreme wind,2008-09-21,2008-09-26,17.0
1542,tropical cyclone,2011-09-23,2011-09-27,15.65
1542,extreme wind,2016-01-22,2016-01-26,24.0
1542,tropical cyclone,2016-08-15,2016-08-19,23.93
1542,tropical cyclone,2009-09-09,2009-09-12,15.96
1542,tropical cyclone,2009-08-02,2009-08-10,25.52
1542,heatwave,2012-12-13,2013-01-04,302.0
1542,tropical cyclone,2007-09-30,2007-10-04,38.11
1542,extreme wind,2007-09-27,2007-10-05,17.0
1542,tropical cyclone,2016-07-25,2016-07-28,34.95
1543,heatwave,2010-01-28,2010-02-16,302.0
1543,coldwave,2007-12-24,2008-02-25,246.0
1543,heatwave,2010-02-21,2010-03-09,304.0
1543,coldwave,2016-01-21,2016-01-31,248.0
1543,extreme wind,2016-01-22,2016-01-26,24.0
1543,tropical cyclone,2016-07-25,2016-07-28,34.95
1543,extreme wind,2007-09-27,2007-10-05,17.0
1543,coldwave,2011-03-17,2011-04-29,266.0
1543,heatwave,2012-12-13,2013-01-04,302.0
1543,tropical cyclone,2007-09-30,2007-10-04,38.11
1543,tropical cyclone,2009-08-02,2009-08-10,25.52
1543,extreme wind,2008-09-21,2008-09-26,17.0
1543,tropical cyclone,2011-09-23,2011-09-27,15.65
1543,tropical cyclone,2016-08-15,2016-08-19,23.93
1543,tropical cyclone,2009-09-09,2009-09-12,15.96
1544,heatwave,2010-02-21,2010-03-09,304.0
1544,coldwave,2016-01-21,2016-01-31,248.0
1544,coldwave,2007-12-24,2008-02-25,246.0
1544,coldwave,2011-03-17,2011-04-29,266.0
1544,extreme wind,2016-01-22,2016-01-26,24.0
1544,heatwave,2010-01-28,2010-02-16,302.0
1544,extreme wind,2007-09-27,2007-10-05,17.0
1544,tropical cyclone,2016-08-15,2016-08-19,23.93
1544,tropical cyclone,2009-08-02,2009-08-10,25.52
1544,tropical cyclone,2011-09-23,2011-09-27,15.65
1544,extreme wind,2008-09-21,2008-09-26,17.0
1544,tropical cyclone,2016-07-25,2016-07-28,34.95
1544,tropical cyclone,2007-09-30,2007-10-04,38.11
1544,heatwave,2012-12-13,2013-01-04,302.0
1544,tropical cyclone,2009-09-09,2009-09-12,15.96
1545,heatwave,2010-01-28,2010-02-16,302.0
1545,heatwave,2010-02-21,2010-03-09,304.0
1545,coldwave,2011-03-17,2011-04-29,266.0
1545,coldwave,2007-12-24,2008-02-25,246.0
1545,extreme wind,2016-01-22,2016-01-26,24.0
1545,extreme wind,2008-09-21,2008-09-26,17.0
1545,coldwave,2016-01-21,2016-01-31,248.0
1545,tropical cyclone,2009-08-02,2009-08-10,25.52
1545,tropical cyclone,2007-09-30,2007-10-04,38.11
1545,extreme wind,2007-09-27,2007-10-05,17.0
1545,tropical cyclone,2011-09-23,2011-09-27,15.65
1545,tropical cyclone,2016-08-15,2016-08-19,23.93
1545,heatwave,2012-12-13,2013-01-04,302.0
1545,tropical cyclone,2009-09-09,2009-09-12,15.96
1545,tropical cyclone,2016-07-25,2016-07-28,34.95
1546,heatwave,2010-02-21,2010-03-09,304.0
1546,heatwave,2010-01-28,2010-02-16,302.0
1546,extreme wind,2016-01-22,2016-01-26,24.0
1546,coldwave,2007-12-24,2008-02-25,246.0
1546,tropical cyclone,2007-09-30,2007-10-04,38.11
1546,tropical cyclone,2016-07-25,2016-07-28,34.95
1546,extreme wind,2007-09-27,2007-10-05,17.0
1546,tropical cyclone,2016-08-15,2016-08-19,23.93
1546,coldwave,2016-01-21,2016-01-31,248.0
1546,tropical cyclone,2009-09-09,2009-09-12,15.96
1546,heatwave,2012-12-13,2013-01-04,302.0
1546,heatwave,2015-03-25,2015-04-09,297.0
1546,extreme wind,2008-09-21,2008-09-26,17.0
1546,coldwave,2011-03-17,2011-04-29,266.0
1546,tropical cyclone,2009-08-02,2009-08-10,25.52
1546,tropical cyclone,2011-09-23,2011-09-27,15.65
1547,heatwave,2010-01-28,2010-02-16,302.0
1547,coldwave,2016-01-21,2016-01-31,248.0
1547,coldwave,2011-03-17,2011-04-29,266.0
1547,heatwave,2010-02-21,2010-03-09,304.0
1547,coldwave,2007-12-24,2008-02-25,246.0
1547,extreme wind,2016-01-22,2016-01-26,24.0
1547,heatwave,2015-03-25,2015-04-09,297.0
1547,tropical cyclone,2009-09-09,2009-09-12,15.96
1547,extreme wind,2008-09-21,2008-09-26,17.0
1547,tropical cyclone,2009-08-02,2009-08-10,25.52
1547,tropical cyclone,2016-08-15,2016-08-19,23.93
1547,heatwave,2012-12-13,2013-01-04,302.0
1547,extreme wind,2007-09-27,2007-10-05,17.0
1547,tropical cyclone,2007-09-30,2007-10-04,38.11
1547,tropical cyclone,2011-09-23,2011-09-27,15.65
1547,tropical cyclone,2016-07-25,2016-07-28,34.95
1548,heatwave,2010-01-28,2010-02-16,302.0
1548,heatwave,2010-02-21,2010-03-09,304.0
1548,coldwave,2007-12-24,2008-02-25,246.0
1548,coldwave,2016-01-21,2016-01-31,248.0
1548,coldwave,2011-03-17,2011-04-29,266.0
1548,tropical cyclone,2009-09-09,2009-09-12,15.96
1548,tropical cyclone,2009-08-02,2009-08-10,25.52
1548,tropical cyclone,2011-09-23,2011-09-27,15.65
1548,tropical cyclone,2007-09-30,2007-10-04,38.11
1548,heatwave,2012-12-13,2013-01-04,302.0
1548,extreme wind,2008-09-21,2008-09-26,17.0
1548,tropical cyclone,2016-08-15,2016-08-19,23.93
1548,tropical cyclone,2016-07-25,2016-07-28,34.95
1548,extreme wind,2007-09-27,2007-10-05,17.0
1549,coldwave,2016-01-21,2016-01-31,248.0
1549,coldwave,2007-12-24,2008-02-25,246.0
1549,heatwave,2010-02-21,2010-03-09,304.0
1549,heatwave,2010-01-28,2010-02-16,302.0
1549,wildfire,2008-02-06,2008-02-11,9.25255805359359
1549,tropical cyclone,2009-09-09,2009-09-12,15.96
1549,wildfire,2008-02-05,2008-02-11,8.354852005137673
1549,heatwave,2012-12-13,2013-01-04,302.0
1549,tropical cyclone,2007-09-30,2007-10-04,38.11
1549,coldwave,2011-03-17,2011-04-29,266.0
1549,extreme wind,2008-09-21,2008-09-26,17.0
1549,tropical cyclone,2011-09-23,2011-09-27,15.65
1549,tropical cyclone,2009-08-02,2009-08-10,25.52
1549,tropical cyclone,2016-08-15,2016-08-19,23.93
1549,tropical cyclone,2016-07-25,2016-07-28,34.95
1549,extreme wind,2007-09-27,2007-10-05,17.0
1549,heatwave,2015-03-25,2015-04-09,297.0
1550,heatwave,2010-01-28,2010-02-16,302.0
1550,heatwave,2010-02-21,2010-03-09,304.0
1550,coldwave,2016-01-21,2016-01-31,248.0
