countryid,value
184,272397.3148471859
53,400957.5192874245
62,253441.13163522913
934,4368649.73863589
2204,357741.78273691953
2072,143046.84393897824
253,231069.29528741754
255,97309.66233965874
181,201819.4520666817
49,846888.8627774871
60,337471.45645087515
1019,1185662.3398950456
1022,667598.7271496534
967,986646.5171865945
2259,462464.99876606296
2078,202613.87795621547
249,86218.59686449825
252,127170.05012458772
244,88503.0204317899
48,630513.9667231359
55,276050.4489478379
59,346015.26902007696
1024,774017.2290176484
935,892649.3544181627
966,1044836.829890494
971,1238713.5071810787
972,1002808.0216783627
942,780781.086018887
2208,106477.85078272076
243,428581.887287683
54,1601234.337859173
51,404753.7492131763
1023,386079.86027952953
997,1546547.3939354618
941,1247797.712567021
2012,37399.60895603166
2010,38221.655296830446
2224,157751.46026050503
2209,374788.8053621549
2124,2226383.5800915062
2127,368177.06282262446
2133,459424.6438039166
2185,67296.28545936389
245,101578.30549345737
182,374538.4268449446
179,255970.29955387954
190,158943.3837774018
183,159197.12769434988
50,631657.8625301725
61,881820.0140836763
52,582272.2244212795
1021,1231197.7123587267
985,1734342.4470492897
2212,201907.54708444365
2182,230551.84113909065
2079,171430.62805941651
2081,104320.73410517068
247,89927.01794644516
239,776278.4640598989
1078,1166542.281034929
1020,741724.0302410995
936,562507.4680113564
989,914201.2152162322
949,655021.9841299948
969,1076820.4577761858
940,1372308.8973055033
2236,44279.08172354606
2225,93211.8143923121
2192,566925.0208773861
2261,350727.03778585384
2264,163295.50484214327
2188,408086.6305835185
186,630868.5161842866
185,158557.7195988297
1074,1324058.0315136476
1101,434780.50526411843
1001,1166334.0711249893
2226,98858.15729468843
2219,108852.6754360958
248,317435.3897004394
246,127213.30402302844
180,548215.5612783286
1073,685525.7285564725
1077,1044003.1759840699
1103,361718.8330351464
987,607935.3692414722
988,1585406.3012989818
944,1105050.1467706382
2158,450013.4415628214
2080,134752.1239555252
2082,91404.3279972206
242,776010.119709807
192,245746.10209397363
1079,234280.95426091095
1075,464770.11467878
1100,595083.7097504074
1006,489119.4600634329
996,967651.3716925022
2213,155417.9092298366
2195,177762.81950744012
2162,446916.3299870761
195,461517.43499619927
1102,440138.90078568744
981,474954.35589765094
979,850511.2387254619
986,802323.547316129
995,876999.4787256396
2196,218578.01193561405
2190,490804.9361973863
2181,304141.5219099687
2187,326136.6634273731
2083,168802.6129871826
2069,468054.44114993745
224,201660.77535346794
216,335228.2366965884
217,469186.9688344794
240,155447.95874511605
241,201080.379341748
194,170481.80936361343
1090,513537.68059956236
1081,495376.9584371915
