县编号,0-0.1 负荷密度 出现次数,0-0.1 负荷密度 总和,0.1-1 负荷密度 出现次数,0.1-1 负荷密度 总和,1-6 负荷密度 出现次数,1-6 负荷密度 总和,6-15 负荷密度 出现次数,6-15 负荷密度 总和,15-30 负荷密度 出现次数,15-30 负荷密度 总和,大于30 负荷密度 出现次数,大于30 负荷密度 总和,大于80 负荷密度 出现次数,大于80 负荷密度 总和
1,66,5.363607354504857,1616,646.6825133179204,544,1098.1026256767134,218,1924.153696161789,158,3054.299953768411,18,1096.412478727766,8,796.5801155155052
2,36,2.438694369472043,378,159.39643307758183,90,153.12456888180844,0,0.0,0,0.0,0,0.0,0,0.0
3,0,0.0,84,60.54419671934625,208,492.25845257200547,46,401.46424552384144,10,177.09827064276536,6,363.6383239806752,6,578.7896297485977
4,122,4.899240999135097,202,63.58629116762069,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
5,264,10.823616940515828,564,84.39495760057308,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
6,258,14.266343218279426,642,91.75371942240746,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
7,644,39.199526552576984,220,34.339663151852754,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
8,118,0.0,282,163.07982503174364,931,2977.221674218244,209,1771.3927962560713,74,1429.9872954690952,2,62.05233964357413,4,468.22758659102067
9,0,0.0,473,334.3689764327389,67,89.70518130511324,0,0.0,0,0.0,0,0.0,0,0.0
10,0,0.0,606,328.9716386514445,6,8.023594210854087,0,0.0,0,0.0,0,0.0,0,0.0
11,2,0.0,466,268.38395170701716,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
12,338,3.386251677479083,14,9.317141556239124,156,346.2518923400801,26,166.9925375546746,6,122.55230979339179,0,0.0,0,0.0
13,70,2.466071537768948,516,312.4217997810727,26,36.27441069042535,0,0.0,0,0.0,0,0.0,0,0.0
14,0,0.0,12,8.749214716929298,58,164.16623177262443,2,17.527922541662797,0,0.0,0,0.0,0,0.0
15,0,0.0,492,213.6108233287641,36,81.52133096119198,8,71.20052403260601,4,79.33727363196512,0,0.0,0,0.0
16,0,0.0,74,55.2590071522803,142,271.0293943340393,0,0.0,0,0.0,0,0.0,0,0.0
17,0,0.0,148,102.31153500903724,8,25.110109666294754,24,201.93632134785122,0,0.0,0,0.0,0,0.0
18,66,3.7169773769063936,354,136.86510450328072,12,14.662323699207871,0,0.0,0,0.0,0,0.0,0,0.0
19,94,4.713135022395173,278,128.90490542770488,24,39.57865519527735,0,0.0,0,0.0,0,0.0,0,0.0
20,0,0.0,10,6.006879710149519,62,93.16759292331541,0,0.0,0,0.0,0,0.0,0,0.0
21,0,0.0,58,49.5807248370567,50,59.09202338913655,0,0.0,0,0.0,0,0.0,0,0.0
22,4,0.3501238450601587,192,105.04744233077804,128,166.83265579539307,0,0.0,0,0.0,0,0.0,0,0.0
23,0,0.0,60,56.372014734930104,156,227.38386763867075,0,0.0,0,0.0,0,0.0,0,0.0
24,28,1.315762920343098,944,288.7796173266128,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
25,0,0.0,160,65.9554769349472,122,181.82285811478687,2,13.098725126390157,4,90.61567364772628,0,0.0,0,0.0
26,0,0.0,38,20.998891750709042,214,299.65177145121356,0,0.0,0,0.0,0,0.0,0,0.0
27,0,0.0,184,98.50704700100391,176,294.73920375219427,0,0.0,0,0.0,0,0.0,0,0.0
28,0,0.0,78,58.348481758402876,210,357.56500505878665,0,0.0,0,0.0,0,0.0,0,0.0
29,0,0.0,2,1.5514049539749992,178,289.05504858713834,0,0.0,0,0.0,0,0.0,0,0.0
30,0,0.0,124,96.67946227780011,56,73.28150420036766,0,0.0,0,0.0,0,0.0,0,0.0
31,0,0.0,72,31.128876426139822,50,107.34249375160556,60,538.7747184350468,34,699.6699958152078,0,0.0,0,0.0
32,0,0.0,18,15.384203283907075,306,616.4211309882608,0,0.0,0,0.0,0,0.0,0,0.0
33,0,0.0,52,45.02639650399,416,707.976761320586,0,0.0,0,0.0,0,0.0,0,0.0
34,0,0.0,134,77.80951976308441,226,427.24079885724166,0,0.0,0,0.0,0,0.0,0,0.0
35,2,0.0,487,357.1407304452571,123,181.18812160278947,0,0.0,0,0.0,0,0.0,0,0.0
36,28,0.0,362,267.555122035683,78,103.78520154881397,0,0.0,0,0.0,0,0.0,0,0.0
37,48,4.51890971854062,420,294.93252869553635,144,254.30028347828335,0,0.0,0,0.0,0,0.0,0,0.0
38,0,0.0,44,38.658282953662145,316,464.82878904445545,0,0.0,0,0.0,0,0.0,0,0.0
39,0,0.0,152,119.46048655440963,64,98.04744417411545,0,0.0,0,0.0,0,0.0,0,0.0
40,14,1.3572890914803772,254,198.30097539273635,236,327.53089699651593,0,0.0,0,0.0,0,0.0,0,0.0
41,0,0.0,80,67.00702137573242,340,580.743611868216,10,110.78535459480432,2,57.53615743448029,0,0.0,0,0.0
42,88,7.826810946207632,64,20.325117476631586,308,785.712855871439,8,53.18422166099923,0,0.0,0,0.0,0,0.0
43,2,0.0,112,36.06108851563158,12,52.02905264013128,18,196.3589910579655,0,0.0,0,0.0,0,0.0
44,906,77.68258755781642,462,82.57524381763392,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
45,64,0.0,356,218.62258198400872,12,19.744479507953734,0,0.0,0,0.0,0,0.0,0,0.0
46,80,6.376315553807576,526,336.25900489749205,42,107.04226454171013,0,0.0,0,0.0,0,0.0,0,0.0
47,58,4.900636622411109,298,150.22186127881002,4,4.1301055938069045,0,0.0,0,0.0,0,0.0,0,0.0
48,0,0.0,2,1.40916028994719,142,236.02023189293823,0,0.0,0,0.0,0,0.0,0,0.0
49,0,0.0,6,5.094245084592355,160,207.1336333716467,2,18.90952603174989,8,189.51595151450832,4,176.45617669648277,0,0.0
50,0,0.0,152,103.58798791958009,100,114.75440168169487,0,0.0,0,0.0,0,0.0,0,0.0
51,0,0.0,94,71.4908916947657,86,95.91576058201741,0,0.0,0,0.0,0,0.0,0,0.0
52,0,0.0,300,224.34604408730976,24,25.239339381728417,0,0.0,0,0.0,0,0.0,0,0.0
53,26,2.1964987852695375,304,205.45747691969976,210,301.2117632926723,0,0.0,0,0.0,0,0.0,0,0.0
54,0,0.0,44,32.347989183575415,372,512.016520527308,6,73.55763274449768,6,144.65930020198812,4,205.7308228935829,0,0.0
55,0,0.0,132,97.05118939941477,12,16.269776303507378,0,0.0,0,0.0,0,0.0,0,0.0
56,0,0.0,78,52.03268252087728,246,306.14679789731133,0,0.0,0,0.0,0,0.0,0,0.0
57,0,0.0,144,80.3601295691131,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
58,0,0.0,98,61.60081652943463,46,51.46163595750268,0,0.0,0,0.0,0,0.0,0,0.0
59,0,0.0,104,82.06629366574182,76,88.90579145449439,0,0.0,0,0.0,0,0.0,0,0.0
60,0,0.0,114,103.56023520118842,30,37.23564740632803,0,0.0,0,0.0,0,0.0,0,0.0
61,0,0.0,266,164.42198881262655,58,65.5490536307887,0,0.0,0,0.0,0,0.0,0,0.0
62,0,0.0,178,120.82187217286182,2,2.6469278093217525,0,0.0,0,0.0,0,0.0,0,0.0
63,0,0.0,148,105.88034120349738,464,692.0628119204607,0,0.0,0,0.0,0,0.0,0,0.0
64,0,0.0,72,29.727235022531872,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
65,0,0.0,614,190.38695311602686,12,61.209848564318825,22,227.48046580267598,0,0.0,0,0.0,0,0.0
66,0,0.0,234,102.79686071924638,18,41.43942561127634,0,0.0,0,0.0,0,0.0,0,0.0
67,0,0.0,288,107.70814331659193,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
68,0,0.0,104,66.37500213074088,4,5.103054495115469,0,0.0,0,0.0,0,0.0,0,0.0
69,0,0.0,318,178.78842804090863,6,6.708395660172316,0,0.0,0,0.0,0,0.0,0,0.0
70,0,0.0,180,78.84379472188888,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
71,0,0.0,144,73.30921832858895,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
72,0,0.0,282,181.303588967942,150,232.76540250800804,0,0.0,0,0.0,0,0.0,0,0.0
73,0,0.0,252,104.52127855986791,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
74,0,0.0,108,44.3155501567242,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
75,0,0.0,216,80.24700275636157,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
76,0,0.0,138,61.216336050474865,6,6.78583047793798,0,0.0,0,0.0,0,0.0,0,0.0
77,0,0.0,408,160.25715385481715,24,29.46973064634048,0,0.0,0,0.0,0,0.0,0,0.0
78,0,0.0,86,55.09855210960894,94,122.52517954927147,0,0.0,0,0.0,0,0.0,0,0.0
79,0,0.0,154,83.06440727839762,62,82.40826063365002,0,0.0,0,0.0,0,0.0,0,0.0
80,0,0.0,252,108.19594502078347,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
81,0,0.0,286,140.33571265999237,102,153.1951570481744,8,72.59043261684997,0,0.0,0,0.0,0,0.0
82,0,0.0,30,15.648488491911625,5,29.13357422350461,1,6.002889908907556,0,0.0,0,0.0,0,0.0
83,0,0.0,180,84.93910559282422,32,118.54422156717371,4,28.849908032417055,0,0.0,0,0.0,0,0.0
84,0,0.0,330,137.09928365574797,16,73.86692324703398,50,481.5632489977498,0,0.0,0,0.0,0,0.0
85,16,1.3432236106940185,548,198.8515117685455,84,105.25779475065144,0,0.0,0,0.0,0,0.0,0,0.0
86,828,42.368866445048226,108,19.99413953345342,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
87,0,0.0,320,167.04282147856236,4,4.138049289565894,0,0.0,0,0.0,0,0.0,0,0.0
88,0,0.0,256,137.18425016987706,32,40.304398411326154,0,0.0,0,0.0,0,0.0,0,0.0
89,6,0.5986976026420896,534,117.47622417459473,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
90,0,0.0,118,65.96839294640671,98,232.61900169112965,0,0.0,0,0.0,0,0.0,0,0.0
91,0,0.0,72,46.139525099648175,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
92,537,49.73537781572407,435,56.09592868749988,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
93,0,0.0,140,60.804207699464435,4,8.821294687321458,0,0.0,0,0.0,0,0.0,0,0.0
94,0,0.0,250,112.51141040926949,38,62.804888706822126,0,0.0,0,0.0,0,0.0,0,0.0
95,2,0.19918101592463106,968,160.99249710297983,2,2.2847630526896348,0,0.0,0,0.0,0,0.0,0,0.0
96,0,0.0,360,93.95136838385723,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
97,0,0.0,204,126.61411874758149,12,15.639829399646224,0,0.0,0,0.0,0,0.0,0,0.0
98,0,0.0,318,112.34059314662105,6,15.175768846575775,0,0.0,0,0.0,0,0.0,0,0.0
99,0,0.0,72,36.60945489480263,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
100,0,0.0,154,111.95953998063835,62,126.17188585762983,0,0.0,0,0.0,0,0.0,0,0.0
101,0,0.0,26,23.966272603800174,226,400.22805097790433,0,0.0,0,0.0,0,0.0,0,0.0
102,0,0.0,374,301.65826833426524,58,64.0762573040388,0,0.0,0,0.0,0,0.0,0,0.0
103,0,0.0,206,123.19024094203702,10,13.520578730435897,0,0.0,0,0.0,0,0.0,0,0.0
104,0,0.0,144,111.3611949655955,36,41.8099826359679,0,0.0,0,0.0,0,0.0,0,0.0
105,92,4.736363889050548,110,28.170983273911627,50,64.6161133397692,0,0.0,0,0.0,0,0.0,0,0.0
106,260,15.898737418160348,648,98.46257772692701,64,111.50625489670969,0,0.0,0,0.0,0,0.0,0,0.0
107,1688,106.37114662745982,4,0.5831498708343558,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
108,1332,56.15402218195625,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
109,1400,59.87677776384898,4,0.4179009257659714,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
110,1020,51.432664461330745,60,8.903516239763999,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
111,647,49.5076760748151,577,63.57284301706266,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
112,480,37.54069365998417,96,12.137858477667645,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
113,88,7.852674186452309,524,80.92987939054936,36,106.07853490019139,0,0.0,0,0.0,0,0.0,0,0.0
114,138,9.681029549701478,238,42.766269481908054,54,138.01183273709685,2,15.63776555925909,0,0.0,0,0.0,0,0.0
115,46,2.067214965198876,584,146.62760145210058,18,20.047692211011146,0,0.0,0,0.0,0,0.0,0,0.0
116,228,22.12060690465407,708,123.5713291233276,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
117,1914,86.9178390457125,102,30.043783839578577,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
118,828,41.476790867173804,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
119,96,8.491211014768332,34,4.373800946728831,14,23.533790027083757,0,0.0,0,0.0,0,0.0,0,0.0
120,970,86.31226384589192,530,73.99399995795372,84,158.15053655807282,0,0.0,0,0.0,0,0.0,0,0.0
121,616,59.14448603317846,602,114.12772128041473,6,9.421983583011428,0,0.0,0,0.0,0,0.0,0,0.0
122,8,0.7951916466428077,1396,219.7083934282704,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
123,286,17.660227240194068,828,138.07881316938426,110,145.3403234517922,0,0.0,0,0.0,0,0.0,0,0.0
124,2148,131.73174254967535,48,5.999591544495561,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
125,3302,129.34554018414178,46,7.020342862962923,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
126,30,2.7812601694116244,690,204.40296398327737,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
127,3243,130.18391122459514,249,32.05158496702971,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
128,0,0.0,68,40.36909965685102,4,9.75009528911917,0,0.0,0,0.0,0,0.0,0,0.0
129,0,0.0,548,327.46153893018175,42,184.30720496122132,22,188.02101610716034,0,0.0,0,0.0,0,0.0
130,102,2.8958811352062694,204,133.16338878363106,4,5.587424674691332,0,0.0,14,246.418359251474,0,0.0,0,0.0
131,0,0.0,288,185.4635776805191,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
132,54,0.0,234,68.86037512408429,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
133,0,0.0,352,212.09947526669004,8,8.383058916313459,0,0.0,0,0.0,0,0.0,0,0.0
134,0,0.0,174,144.6614105839301,42,66.71172256304708,0,0.0,0,0.0,0,0.0,0,0.0
135,0,0.0,248,140.6067674051966,4,6.4526334187119465,0,0.0,0,0.0,0,0.0,0,0.0
136,0,0.0,178,102.47249924304572,2,2.0368952915300014,0,0.0,0,0.0,0,0.0,0,0.0
137,0,0.0,424,292.6502897509224,8,9.24071767234108,0,0.0,0,0.0,0,0.0,0,0.0
138,0,0.0,142,99.76486199320247,2,3.070643600111164,0,0.0,0,0.0,0,0.0,0,0.0
139,0,0.0,386,270.9212052332281,0,0.0,10,69.17265103142799,0,0.0,0,0.0,0,0.0
140,0,0.0,182,100.25205047299684,214,461.45325362649163,0,0.0,0,0.0,0,0.0,0,0.0
141,218,0.0,544,238.73322255419737,2,2.5677205226088966,18,188.0948043636469,42,730.9294478638104,4,141.14722677540618,0,0.0
142,0,0.0,452,312.51793519401036,16,33.57657835463354,0,0.0,0,0.0,0,0.0,0,0.0
143,2,0.0,2,1.4113610046312053,422,1050.830720687417,6,45.443766993405106,0,0.0,0,0.0,0,0.0
144,0,0.0,137,105.49236810292699,115,346.73627233867074,0,0.0,0,0.0,0,0.0,0,0.0
145,0,0.0,130,62.74292332368569,158,208.1205985304534,0,0.0,0,0.0,0,0.0,0,0.0
146,0,0.0,2,1.7113963606298301,214,408.7112488273409,0,0.0,0,0.0,0,0.0,0,0.0
147,86,2.519747993778472,200,105.95383803479962,2,2.020373408622037,0,0.0,0,0.0,0,0.0,0,0.0
148,46,1.388710364436943,244,117.89733658122238,106,177.4401484104659,0,0.0,0,0.0,0,0.0,0,0.0
149,0,0.0,0,0.0,72,190.0263004644279,0,0.0,0,0.0,0,0.0,0,0.0
150,0,0.0,118,57.39305852847937,162,354.31226519479816,8,54.783609730369655,0,0.0,0,0.0,0,0.0
151,0,0.0,30,26.428155435073535,186,480.76926717638077,0,0.0,0,0.0,0,0.0,0,0.0
152,0,0.0,158,84.07281955504416,22,36.4271912594848,0,0.0,0,0.0,0,0.0,0,0.0
153,0,0.0,360,150.34836302066782,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
154,0,0.0,324,142.9095059799006,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
155,0,0.0,144,77.28413451068866,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
156,0,0.0,138,84.66428629126382,6,6.249688258675713,0,0.0,0,0.0,0,0.0,0,0.0
157,0,0.0,212,138.29394989512699,4,6.147006044184497,0,0.0,0,0.0,0,0.0,0,0.0
158,2,0.0,322,192.87262916066257,72,176.4264715095587,0,0.0,0,0.0,0,0.0,0,0.0
159,0,0.0,418,213.19972778968156,14,22.706069959383186,0,0.0,0,0.0,0,0.0,0,0.0
160,0,0.0,276,147.38854016107305,12,17.170689517150144,0,0.0,0,0.0,0,0.0,0,0.0
161,0,0.0,390,219.5062172528705,6,8.585717623092686,0,0.0,0,0.0,0,0.0,0,0.0
162,0,0.0,468,212.04811342041148,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
163,52,4.051165111900533,134,54.30461451982695,118,378.3594644487552,130,1446.8428724840926,50,1024.7401588614935,20,933.737873036081,0,0.0
164,0,0.0,110,87.1071847037826,92,129.3120058020993,50,449.89360030461006,0,0.0,0,0.0,0,0.0
165,366,25.811132384403695,408,88.60181755760314,18,67.97776175010691,0,0.0,0,0.0,0,0.0,0,0.0
166,442,26.81398171893426,26,3.171610755007398,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
167,418,28.48971117928152,114,14.981829007434651,78,283.40900638192727,2,20.299940183961024,0,0.0,0,0.0,0,0.0
168,202,16.88329775042791,362,70.264750822973,178,429.4054200626255,8,53.02569756055911,0,0.0,6,237.85556464573114,0,0.0
169,544,41.268416245859186,104,13.813671025861721,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
170,380,23.488334991961512,268,41.75774686445966,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
171,178,15.062492185319474,254,32.105850681539344,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
172,754,42.55045667376338,182,23.585625810375937,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
173,538,37.00461411740372,254,30.303143012084785,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
174,140,12.583558036588979,308,42.099964086456616,92,146.06237340903786,0,0.0,0,0.0,0,0.0,0,0.0
175,518,40.49645101606724,58,6.058550460415263,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
176,0,0.0,210,102.84385710018643,6,7.818558828788963,0,0.0,0,0.0,0,0.0,0,0.0
177,0,0.0,548,220.47663143864358,16,31.217268073598916,4,41.110053665638006,0,0.0,8,294.11724088367,0,0.0
178,60,4.265796351917306,876,247.30721070386343,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
179,22,2.0231256347978412,80,61.13061180918466,40,120.37032371275023,2,14.73389831815507,0,0.0,0,0.0,0,0.0
180,6,0.3988543422913345,130,40.2980699223743,36,70.05088704101031,2,24.767597156634995,6,151.42105002555274,0,0.0,0,0.0
181,0,0.0,462,209.45979397349384,6,7.703815073080485,0,0.0,0,0.0,0,0.0,0,0.0
182,8,0.6300251585559997,308,165.66491536291824,44,111.50126387510663,0,0.0,0,0.0,0,0.0,0,0.0
183,326,24.00598719967591,98,54.379402786012776,80,103.7924379440072,0,0.0,0,0.0,0,0.0,0,0.0
184,0,0.0,412,112.92342296902751,56,68.0533452023523,0,0.0,0,0.0,0,0.0,0,0.0
185,140,9.961438021311919,212,56.395941068059855,8,9.81769982204661,0,0.0,0,0.0,0,0.0,0,0.0
186,0,0.0,272,149.6722424437466,110,247.23876260869105,4,52.68943172787912,10,229.63562850086888,0,0.0,0,0.0
187,120,9.322897653993078,492,77.0774994549601,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
188,104,7.865860183363572,400,94.87881043193889,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
189,132,9.609937866580257,732,162.42073489623039,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
190,34,2.414401873656874,176,97.15960534106416,6,9.197404429078535,0,0.0,0,0.0,0,0.0,0,0.0
191,0,0.0,650,378.6221054700227,104,155.3617276658427,28,296.07627949413677,10,241.93091591297318,0,0.0,0,0.0
192,0,0.0,928,406.62464593163907,44,61.330521448523434,0,0.0,0,0.0,0,0.0,0,0.0
193,0,0.0,716,448.9801532771877,4,5.140687101987064,0,0.0,0,0.0,0,0.0,0,0.0
194,0,0.0,564,116.25305707091843,12,15.21419831873282,0,0.0,0,0.0,0,0.0,0,0.0
195,0,0.0,110,48.7404135225706,214,329.2174449146578,0,0.0,0,0.0,0,0.0,0,0.0
196,18,1.7393969500153184,1582,629.6428410710733,20,29.426860571874247,0,0.0,0,0.0,0,0.0,0,0.0
197,8,0.7763089094280935,496,216.14745821452868,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
198,98,7.535969612984455,514,131.58067947001064,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
199,220,20.01866428527918,536,75.06860303324245,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
200,47,3.7186986398541557,305,227.27435916262215,116,205.65802323017908,0,0.0,0,0.0,0,0.0,0,0.0
201,12,1.1291256839493622,380,195.24321922031933,40,61.592130415262254,0,0.0,0,0.0,0,0.0,0,0.0
202,322,25.748539118697803,182,23.510387127392285,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
203,179,16.839712466268296,567,80.41079318390692,46,57.43672288846481,0,0.0,0,0.0,0,0.0,0,0.0
204,241,22.35478882087135,515,80.21727858980032,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
205,0,0.0,756,176.87035955868123,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
206,28,2.065116943243501,754,205.40409207109104,0,0.0,6,86.45581359467162,4,68.22863596288917,0,0.0,0,0.0
207,38,2.978929879640291,382,221.21864418268467,12,12.339626436929912,0,0.0,0,0.0,0,0.0,0,0.0
208,38,2.82404858011087,254,120.65523277620905,32,37.368540608596014,0,0.0,0,0.0,0,0.0,0,0.0
209,0,0.0,466,186.84425619119418,2,2.106442026080523,0,0.0,0,0.0,0,0.0,0,0.0
210,0,0.0,222,154.78644600828562,174,201.25318812437837,0,0.0,0,0.0,0,0.0,0,0.0
211,0,0.0,222,109.34859595336417,138,188.81576918548473,0,0.0,0,0.0,0,0.0,0,0.0
212,0,0.0,234,86.94135512655885,234,311.9617038197145,0,0.0,0,0.0,0,0.0,0,0.0
213,0,0.0,344,203.17158102555203,52,65.52853584940998,0,0.0,0,0.0,0,0.0,0,0.0
214,0,0.0,354,165.38051585585418,78,156.38736355939466,0,0.0,0,0.0,0,0.0,0,0.0
215,0,0.0,366,141.03647545983887,30,72.17515031006982,0,0.0,0,0.0,0,0.0,0,0.0
216,0,0.0,322,195.36036921913578,2,2.4784465499773596,0,0.0,0,0.0,0,0.0,0,0.0
217,0,0.0,166,135.52085957907028,50,144.40357846012526,0,0.0,0,0.0,0,0.0,0,0.0
218,0,0.0,316,119.83062660853618,8,9.996980527558707,0,0.0,0,0.0,0,0.0,0,0.0
219,0,0.0,556,139.76725667242164,56,90.94788378832928,0,0.0,0,0.0,0,0.0,0,0.0
220,0,0.0,462,114.68559295216106,6,7.634487324257473,0,0.0,0,0.0,0,0.0,0,0.0
221,0,0.0,396,103.1452851910777,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
222,0,0.0,380,200.44612189769978,16,20.99222212908773,0,0.0,0,0.0,0,0.0,0,0.0
223,0,0.0,316,235.13143041337548,44,57.27239151827268,0,0.0,0,0.0,0,0.0,0,0.0
224,0,0.0,136,47.18986393625002,44,91.19272124220522,0,0.0,0,0.0,0,0.0,0,0.0
225,4,0.26067857013462603,714,217.4226120203153,2,2.139318017173474,0,0.0,0,0.0,0,0.0,0,0.0
226,96,7.326820610197936,192,41.31560926932294,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
227,884,63.27319362241741,160,24.486922387501743,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
228,64,5.575210821944999,584,91.42764643490503,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
229,500,38.57518626387579,472,61.741972122093735,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
230,240,20.376233656310507,588,139.64269163053078,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
231,602,36.80826179529235,154,28.231420302446345,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
232,324,20.92996044282399,252,145.01727877169122,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
233,504,34.61561672908022,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
234,744,43.6105458650788,48,7.11299831444063,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
235,246,18.190195465404315,292,99.88593105066971,2,2.1447106484146596,0,0.0,0,0.0,0,0.0,0,0.0
236,22,1.2151577079611888,338,106.63703388104469,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
237,400,30.073437422675745,212,41.95033230887417,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
238,70,5.41747808812505,830,176.77604987819805,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
239,0,0.0,326,204.94254317789122,178,233.98649006987148,0,0.0,0,0.0,0,0.0,0,0.0
240,0,0.0,148,71.3514403636566,32,39.224986299583165,0,0.0,0,0.0,0,0.0,0,0.0
241,0,0.0,396,148.26485493422038,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
242,0,0.0,218,162.6934678100586,106,164.40719049787418,0,0.0,0,0.0,0,0.0,0,0.0
243,0,0.0,502,235.8481004797471,2,2.4338970825739743,0,0.0,0,0.0,0,0.0,0,0.0
244,0,0.0,432,82.98454081216946,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
245,0,0.0,684,151.58509126960246,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
246,0,0.0,396,91.43660074298101,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
247,438,24.901746354123677,102,20.229131186870145,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
248,92,6.011338458538213,578,193.1253201534972,86,105.00635890766311,0,0.0,0,0.0,0,0.0,0,0.0
249,262,10.47365342289633,98,21.832037746459402,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
250,350,18.360839771419574,190,27.541466149704906,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
251,432,16.0968336385367,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
252,26,1.388840822963875,512,123.3893161723722,2,2.122447321705014,0,0.0,0,0.0,0,0.0,0,0.0
253,0,0.0,188,80.69417181865869,28,31.61828845772587,0,0.0,0,0.0,0,0.0,0,0.0
254,0,0.0,8,6.125849865998129,100,136.05690980250293,0,0.0,0,0.0,0,0.0,0,0.0
255,0,0.0,318,153.3605608488362,6,6.37301871562977,0,0.0,0,0.0,0,0.0,0,0.0
256,0,0.0,114,56.471316575110464,174,352.99581082914324,0,0.0,0,0.0,0,0.0,0,0.0
257,76,6.449841208932791,392,97.09712379167925,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
258,0,0.0,426,176.65150750642482,6,6.254432227026275,0,0.0,0,0.0,0,0.0,0,0.0
