县编号,0-0.1 负荷密度 出现次数,0-0.1 负荷密度 总和,0.1-1 负荷密度 出现次数,0.1-1 负荷密度 总和,1-6 负荷密度 出现次数,1-6 负荷密度 总和,6-15 负荷密度 出现次数,6-15 负荷密度 总和,15-30 负荷密度 出现次数,15-30 负荷密度 总和,大于30 负荷密度 出现次数,大于30 负荷密度 总和,大于80 负荷密度 出现次数,大于80 负荷密度 总和
1801,0,0.0,504,149.37814562748034,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1802,0,0.0,324,126.48441657455108,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1803,0,0.0,526,179.1069418930705,14,15.677225078787156,0,0.0,0,0.0,0,0.0,0,0.0
1804,0,0.0,520,166.43377257327558,92,110.2701249987982,0,0.0,0,0.0,0,0.0,0,0.0
1805,0,0.0,648,238.46505893441994,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1806,0,0.0,504,151.85711527714744,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1807,0,0.0,720,192.3206247446442,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1808,0,0.0,432,113.05128453346929,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1809,0,0.0,1404,311.57502611124585,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1810,0,0.0,1080,211.57122210324746,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1811,0,0.0,1044,225.387706921433,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1812,0,0.0,380,90.68185762366961,16,30.79075319854512,0,0.0,0,0.0,0,0.0,0,0.0
1813,0,0.0,290,98.7119011409139,142,289.52469851107725,0,0.0,0,0.0,0,0.0,0,0.0
1814,0,0.0,268,78.25112135912444,20,40.857457516829776,0,0.0,0,0.0,0,0.0,0,0.0
1815,0,0.0,612,394.98031466052214,180,207.7875088641947,0,0.0,0,0.0,0,0.0,0,0.0
1816,0,0.0,442,299.8125673966166,62,91.50752687133661,0,0.0,0,0.0,0,0.0,0,0.0
1817,0,0.0,792,222.59494895622927,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1818,0,0.0,410,238.32125028199138,22,23.9936583876543,0,0.0,0,0.0,0,0.0,0,0.0
1819,0,0.0,640,295.7173381023177,8,8.62185743465405,0,0.0,0,0.0,0,0.0,0,0.0
1820,0,0.0,708,254.43711010123405,12,14.75403867915163,0,0.0,0,0.0,0,0.0,0,0.0
1821,0,0.0,860,300.70893320656387,40,46.62894535783557,0,0.0,0,0.0,0,0.0,0,0.0
1822,0,0.0,1008,296.42851735115306,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1823,0,0.0,412,160.63151769424505,38,177.9857999588142,18,133.78649088324576,0,0.0,0,0.0,0,0.0
1824,0,0.0,464,276.46753979765504,40,45.9130314149188,0,0.0,0,0.0,0,0.0,0,0.0
1825,0,0.0,762,309.8808397329797,10,59.596835555789816,20,127.48805142503986,0,0.0,0,0.0,0,0.0
1826,0,0.0,792,208.9836368165015,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1827,0,0.0,740,409.9366746617718,106,175.6874064168784,60,442.6888933094897,193,3716.6056920361066,111,4534.715222914233,14,1452.7729227159048
1828,0,0.0,2,1.8881641083282918,198,397.15006507977716,2,12.777393328302619,48,881.6469148049664,2,66.77705548924234,0,0.0
1829,0,0.0,0,0.0,364,614.4588588753186,32,256.0451577645674,0,0.0,0,0.0,0,0.0
1830,0,0.0,172,97.45941434772345,52,55.21865811276835,0,0.0,2,59.486217588584,26,822.8242561223367,0,0.0
1831,0,0.0,175,125.3766767447056,473,575.0907762495812,0,0.0,0,0.0,0,0.0,0,0.0
1832,0,0.0,530,374.7908435035634,46,48.29797599191314,0,0.0,0,0.0,0,0.0,0,0.0
1833,0,0.0,294,173.5423007769557,138,163.53789597760627,0,0.0,0,0.0,0,0.0,0,0.0
1834,0,0.0,1328,391.4956076218401,4,4.137087767178116,0,0.0,0,0.0,0,0.0,0,0.0
1835,0,0.0,1282,451.656500929926,14,16.594827743312692,0,0.0,0,0.0,0,0.0,0,0.0
1836,0,0.0,10,7.354277819736934,200,590.6093156027123,178,1316.599112224154,4,91.9761679817241,4,134.49715062662818,0,0.0
1837,0,0.0,1040,573.6557694156368,252,1100.9368097283639,4,27.735339918913258,0,0.0,0,0.0,0,0.0
1838,0,0.0,146,105.33283787863309,374,866.1534050081777,20,161.92237302676835,0,0.0,0,0.0,0,0.0
1839,0,0.0,379,307.0351767497043,191,635.8164096770347,6,36.818440561968366,0,0.0,0,0.0,0,0.0
1840,0,0.0,901,600.2533104580389,71,78.150215773495,0,0.0,0,0.0,0,0.0,0,0.0
1841,0,0.0,850,533.9066214149404,122,197.1545261491758,0,0.0,0,0.0,0,0.0,0,0.0
1842,2,0.0,564,400.79597366052656,406,647.549305667672,0,0.0,0,0.0,0,0.0,0,0.0
1843,2,0.0,2014,683.9498510017955,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1844,0,0.0,1924,855.709691084312,92,138.36797293878868,0,0.0,0,0.0,0,0.0,0,0.0
1845,0,0.0,0,0.0,164,241.18662406367366,140,1463.5662699534864,16,286.4549838957265,4,127.69387083794234,0,0.0
1846,0,0.0,62,56.23736805821284,190,291.48207816787703,0,0.0,0,0.0,0,0.0,0,0.0
1847,0,0.0,0,0.0,180,261.232652239434,0,0.0,0,0.0,0,0.0,0,0.0
1848,0,0.0,60,55.323955472373754,190,374.9255747205083,2,13.5289095670437,0,0.0,0,0.0,0,0.0
1849,0,0.0,290,146.845132910771,106,142.15972596730967,0,0.0,0,0.0,0,0.0,0,0.0
1850,0,0.0,222,161.90500578795425,244,670.5338528693828,2,12.518736426189854,0,0.0,0,0.0,0,0.0
1851,0,0.0,306,190.42369494822688,134,263.00487776574346,136,1422.4800932702722,0,0.0,0,0.0,0,0.0
1852,0,0.0,1438,673.6280068458698,2,3.3858103325330573,0,0.0,0,0.0,0,0.0,0,0.0
1853,0,0.0,864,412.4250314652612,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1854,0,0.0,1532,776.6876656183011,16,20.228922791722304,0,0.0,0,0.0,0,0.0,0,0.0
1855,0,0.0,576,277.8730113720476,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1856,93,0.49563696068311036,1815,426.4447084497673,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1857,0,0.0,936,391.6559134941781,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1858,0,0.0,1258,448.57145292437144,2,2.0158947001349934,0,0.0,0,0.0,0,0.0,0,0.0
1859,0,0.0,470,245.5685805587615,178,217.62702609358266,0,0.0,0,0.0,0,0.0,0,0.0
1860,0,0.0,396,202.7102786321194,108,126.7259654085847,0,0.0,0,0.0,0,0.0,0,0.0
1861,0,0.0,1056,257.1440256271767,24,27.356868572216083,0,0.0,0,0.0,0,0.0,0,0.0
1862,0,0.0,784,338.5857990418281,8,9.989620683027466,0,0.0,0,0.0,0,0.0,0,0.0
1863,0,0.0,540,91.26207431403161,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1864,0,0.0,936,218.99293160138745,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1865,0,0.0,238,83.34407636938916,14,17.057362978084797,0,0.0,0,0.0,0,0.0,0,0.0
1866,0,0.0,1222,333.9520969396762,2,2.0116145458254646,0,0.0,0,0.0,0,0.0,0,0.0
1867,0,0.0,819,167.36416055668985,9,9.041269046590173,0,0.0,0,0.0,0,0.0,0,0.0
1868,0,0.0,492,145.15609580211287,12,13.76771836038592,0,0.0,0,0.0,0,0.0,0,0.0
1869,0,0.0,122,78.79323884117854,22,28.488604533690662,0,0.0,0,0.0,0,0.0,0,0.0
1870,0,0.0,639,377.8890075022144,729,862.749939927889,0,0.0,0,0.0,0,0.0,0,0.0
1871,0,0.0,1240,379.39796729776174,92,101.67335281067004,0,0.0,0,0.0,0,0.0,0,0.0
1872,0,0.0,504,194.6429726760041,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1873,0,0.0,600,248.50234302630514,84,106.0145501785327,0,0.0,0,0.0,0,0.0,0,0.0
1874,0,0.0,612,160.19570038486478,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1875,0,0.0,1330,239.24719144485223,2,2.4499543036608333,0,0.0,0,0.0,0,0.0,0,0.0
1876,4,0.0,480,95.20336977361285,200,284.30532318024586,0,0.0,0,0.0,0,0.0,0,0.0
1877,2,0.0,606,187.40569281312995,4,5.951604647070699,0,0.0,0,0.0,0,0.0,0,0.0
1878,0,0.0,1002,259.42896691720506,6,6.2919462665917685,0,0.0,0,0.0,0,0.0,0,0.0
1879,0,0.0,1112,494.3409372040293,56,111.99740540705862,20,130.14824670481067,0,0.0,0,0.0,0,0.0
1880,0,0.0,28,18.842701983020646,436,1115.292485669866,4,36.81898198962827,0,0.0,0,0.0,0,0.0
1881,0,0.0,190,68.64081861536357,386,622.9800254706297,0,0.0,0,0.0,0,0.0,0,0.0
1882,0,0.0,130,55.24120131541831,626,962.6564687841044,0,0.0,0,0.0,0,0.0,0,0.0
1883,0,0.0,346,141.9503551308541,158,205.92757511124614,0,0.0,0,0.0,0,0.0,0,0.0
1884,0,0.0,990,636.2413627418002,198,420.0093974743154,0,0.0,0,0.0,0,0.0,0,0.0
1885,0,0.0,826,407.54981303235525,66,142.8856689673138,8,79.35508505473366,0,0.0,0,0.0,0,0.0
1886,0,0.0,1252,451.93518153524326,8,11.069657317509376,0,0.0,0,0.0,0,0.0,0,0.0
1887,0,0.0,502,385.0384878999092,74,77.96534346312647,0,0.0,0,0.0,0,0.0,0,0.0
1888,0,0.0,542,261.7209212603296,214,642.8270421397405,0,0.0,0,0.0,0,0.0,0,0.0
1889,0,0.0,612,253.56947141855704,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1890,132,0.0,932,397.03740674574993,52,67.86685910288057,0,0.0,0,0.0,0,0.0,0,0.0
1891,54,0.0,990,296.3858745508289,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1892,32,0.0,276,143.1445515385084,16,18.603225184020154,0,0.0,0,0.0,0,0.0,0,0.0
1893,0,0.0,362,193.31228752337887,610,896.9702105647027,0,0.0,0,0.0,0,0.0,0,0.0
1894,0,0.0,1236,560.0492253604671,24,37.355398896555435,0,0.0,0,0.0,0,0.0,0,0.0
1895,0,0.0,432,197.28633021106765,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1896,118,0.0,638,309.12984617231865,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1897,26,0.0,729,451.80765610884896,145,178.22772271979935,0,0.0,0,0.0,0,0.0,0,0.0
1898,0,0.0,1546,438.6899888018158,2,2.241817643122405,0,0.0,0,0.0,0,0.0,0,0.0
1899,0,0.0,2412,518.2108320268392,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1900,0,0.0,1640,498.8580699407368,52,54.72537598339456,0,0.0,0,0.0,0,0.0,0,0.0
1901,0,0.0,1108,688.4267522358192,80,117.4103161508354,0,0.0,0,0.0,0,0.0,0,0.0
1902,0,0.0,1152,302.30002739108517,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1903,0,0.0,1656,467.6639458018921,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1904,0,0.0,1394,361.9721173610254,82,95.09908324557365,0,0.0,0,0.0,0,0.0,0,0.0
1905,0,0.0,2299,635.9807476537154,5,6.284069576005269,0,0.0,0,0.0,0,0.0,0,0.0
1906,0,0.0,1332,347.62201834959274,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1907,82,0.0,1070,239.75700929415854,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1908,0,0.0,502,194.2179166944306,2,3.7973691555840707,0,0.0,0,0.0,0,0.0,0,0.0
1909,0,0.0,2778,739.5562251635636,30,36.6518653901247,0,0.0,0,0.0,0,0.0,0,0.0
1910,20,0.0,448,95.38891387413432,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1911,24,0.0,1995,1563.2488564202645,285,444.158879051837,0,0.0,0,0.0,0,0.0,0,0.0
1912,8,0.0,1404,911.9144738872127,172,203.70373554755585,0,0.0,0,0.0,0,0.0,0,0.0
1913,490,0.0,1484,693.7693784193556,42,52.0934482387304,0,0.0,0,0.0,0,0.0,0,0.0
1914,0,0.0,332,134.09082675421246,170,514.7417788723805,2,21.75540100193321,0,0.0,0,0.0,0,0.0
1915,0,0.0,404,74.09594246638555,172,528.3804849860921,0,0.0,0,0.0,0,0.0,0,0.0
1916,0,0.0,792,400.78182717030506,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1917,0,0.0,682,271.75221929340114,2,2.6045719260523916,0,0.0,0,0.0,0,0.0,0,0.0
1918,0,0.0,534,285.43247479187454,6,10.248579117586807,0,0.0,0,0.0,0,0.0,0,0.0
1919,0,0.0,468,190.776963210872,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1920,0,0.0,652,230.0768271876273,96,320.10385928132996,8,75.42025909953377,0,0.0,0,0.0,0,0.0
1921,0,0.0,936,153.86846472129116,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1922,0,0.0,1404,206.74039136985883,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1923,0,0.0,894,226.2461318854673,6,17.963068594702357,0,0.0,0,0.0,0,0.0,0,0.0
1924,86,8.071464805177843,630,108.14259985480398,4,5.383100781076709,0,0.0,0,0.0,0,0.0,0,0.0
1925,0,0.0,706,209.51753685303248,14,18.10932459914171,0,0.0,0,0.0,0,0.0,0,0.0
1926,18,0.0,102,42.82875236285382,166,283.76285279130764,2,15.02916650110933,0,0.0,0,0.0,0,0.0
1927,0,0.0,820,406.28733079173765,8,10.948241931194461,0,0.0,0,0.0,0,0.0,0,0.0
1928,0,0.0,324,79.36418453784802,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1929,54,0.0,1350,355.6635753473309,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1930,0,0.0,680,260.5292087556757,4,4.753324761581665,0,0.0,0,0.0,0,0.0,0,0.0
1931,1873,124.65583741694252,505,242.1296364661973,70,111.67651517813725,0,0.0,0,0.0,0,0.0,0,0.0
1932,300,18.799798900559956,1428,232.6654988052537,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1933,32,1.804967154104265,578,135.03039207934714,92,123.8826347773556,18,151.1269020111409,0,0.0,0,0.0,0,0.0
1934,1820,102.04868493497516,196,45.420487684709286,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1935,65,4.0565411484925935,943,151.96702657985745,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1936,794,49.25635923049846,70,8.207735973338849,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1937,1474,36.937600264124065,2,0.24838535193632394,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1938,368,31.624501111904216,1144,143.1470512554469,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1939,3732,110.82297360338715,12,1.2875908711907629,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1940,2412,64.26583287805266,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1941,1227,78.34913375713269,141,17.879807107600946,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1942,0,0.0,856,479.927299933159,8,11.754421865608228,0,0.0,0,0.0,0,0.0,0,0.0
1943,0,0.0,1150,504.2655272390805,2,2.1559727274044818,0,0.0,0,0.0,0,0.0,0,0.0
1944,0,0.0,1080,429.89738222463245,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1945,0,0.0,936,322.34303797011023,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1946,16,0.0,884,268.46872704836034,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1947,0,0.0,684,302.20760959689716,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1948,0,0.0,1152,522.1534688790006,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1949,4,0.0,896,336.4295284233127,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1950,178,2.7362174043713345,28,20.368436004207705,10,19.837666370497683,0,0.0,0,0.0,0,0.0,0,0.0
1951,1584,10.40461016484555,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1952,3492,12.632314576775928,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1953,972,9.040447816290534,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1954,588,17.975166451101533,10,8.143127614327447,14,48.163038161483726,0,0.0,0,0.0,0,0.0,0,0.0
1955,762,6.508760263731133,82,57.13771558172657,20,57.96031215868696,0,0.0,0,0.0,0,0.0,0,0.0
1956,468,8.02714017036081,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1957,1980,21.906908093341773,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1958,2160,18.575284185333093,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1959,1800,9.12691227607679,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1960,2016,15.251999700451591,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1961,2088,22.45318991178898,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1962,3744,42.17189685217974,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1963,2412,4.537756306022641,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1964,3528,19.92590572885673,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1965,3024,25.071585281926904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1966,2556,37.34342670299003,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1967,2736,28.715640540313043,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1968,3060,11.544778866791434,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1969,1296,23.33642969831524,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1970,1872,22.46525906585125,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1971,1944,12.087936040274139,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1972,2700,10.399101511062728,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1973,756,9.786330224015066,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1974,756,21.15579677225495,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1975,660,33.517429617438964,24,3.3082964789911222,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1976,720,4.4587982624705225,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1977,358,9.245584512411728,2,0.2623395756449076,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1978,720,9.765196217312342,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1979,1368,15.528790050205874,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1980,1656,15.498192535249721,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1981,1476,41.23590884260256,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1982,3420,31.849431810270882,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1983,11484,17.816502093434185,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1984,2756,23.147163189271737,16,1.8667055896486084,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1985,1178,20.74144958233696,10,1.0623238158062493,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1986,2808,5.316685323338549,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1987,1292,30.81484015320475,4,0.43639365426378196,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1988,4680,27.168806491916083,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1989,2016,38.170985978206694,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1990,1476,20.16257617016685,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1991,9144,13.029482545057348,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1992,4788,6.191438407303394,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1993,828,22.305060777615445,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1994,678,23.21964989215695,6,0.6588105477264405,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1995,1836,8.126954713008198,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1996,1908,15.535966100736413,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1997,8352,0.8004171756298825,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1998,1548,21.743752704539343,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1999,2952,2.632719510320757,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2000,2520,4.380565298934603,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2001,4320,5.544980147417272,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2002,1260,11.659351571617194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2003,5616,8.708843540788264,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2004,4428,8.184363865894321,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2005,3672,10.391701499080533,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2006,3348,3.4439894661039934,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2007,8856,26.897869033439925,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2008,7740,0.8233485193822988,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2009,2052,9.404473560013653,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2010,34848,36.082794913126975,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2011,3528,12.465310259800873,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2012,62028,0.7500095407896761,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2013,4320,5.786262124924576,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2014,8424,4.5368151649199895,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2015,6480,4.860496765955027,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2016,25380,0.7979432524425155,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2017,17064,0.09410030915651654,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2018,33408,0.8182623513281011,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2019,7884,4.535063235116474,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2020,7236,2.3560416852789188,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2021,2986,51.65333986547912,2,0.4248835305539681,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2022,4356,39.00802920776194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2023,3060,44.73453364622296,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2024,10404,18.26148643939438,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2025,6192,53.01322099200933,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2026,9648,24.20283903779346,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2027,1440,22.444049514847325,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2028,0,0.0,298,216.70727995259722,364,884.9523203669918,50,460.38106513446735,12,196.11569125204323,18,1036.5468412566572,14,1362.3761246116492
2029,0,0.0,118,29.089063135689365,332,571.5951787979501,42,398.3200175456697,12,275.1378137199754,36,1879.3429884193254,0,0.0
2030,0,0.0,726,234.6327107250371,30,35.09160596374536,0,0.0,0,0.0,0,0.0,0,0.0
2031,0,0.0,856,191.98508690658417,152,240.6650942537804,0,0.0,0,0.0,0,0.0,0,0.0
2032,10,0.2837677741432994,244,124.82219060753361,162,235.8409415779114,16,110.53179515982261,0,0.0,0,0.0,0,0.0
2033,0,0.0,68,56.481457746396934,40,85.48586390879792,0,0.0,0,0.0,0,0.0,0,0.0
2034,72,5.521129488719534,206,66.63501429793439,10,14.413731581627387,0,0.0,0,0.0,0,0.0,0,0.0
2035,28,2.206842797919835,490,167.95621281074472,58,97.58713162081108,0,0.0,0,0.0,0,0.0,0,0.0
2036,222,16.74322087192776,318,74.93773222877651,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2037,0,0.0,48,23.867885382492542,120,339.1673744506704,12,112.65989349783354,0,0.0,0,0.0,0,0.0
2038,126,10.864237600501328,936,343.3234945483053,162,506.4847951293453,0,0.0,0,0.0,0,0.0,0,0.0
2039,0,0.0,428,221.37236580112707,4,6.104862311728591,0,0.0,0,0.0,0,0.0,0,0.0
2040,0,0.0,284,145.91594426747065,4,5.02409168349241,0,0.0,0,0.0,0,0.0,0,0.0
2041,0,0.0,218,113.94103420235516,34,46.187286434679336,0,0.0,0,0.0,0,0.0,0,0.0
2042,0,0.0,264,125.32998402360187,24,111.92703223682135,0,0.0,0,0.0,0,0.0,0,0.0
2043,356,29.51479230366456,508,64.1627097503231,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2044,94,5.185469341181391,302,59.11043399624346,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2045,72,4.094302284599601,468,97.26702177049589,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2046,112,3.4881082618220316,832,165.3728328378006,100,215.64594661202486,0,0.0,0,0.0,0,0.0,0,0.0
2047,638,20.15933901737238,250,93.88242308710933,12,25.269044464997243,0,0.0,0,0.0,0,0.0,0,0.0
2048,0,0.0,20,16.09865127547226,68,338.6989984821378,20,161.79331700007145,0,0.0,0,0.0,0,0.0
2049,0,0.0,170,78.46698489102236,46,62.03557482150748,0,0.0,0,0.0,0,0.0,0,0.0
2050,0,0.0,150,116.07704741847618,174,275.3318562963617,0,0.0,0,0.0,0,0.0,0,0.0
2051,0,0.0,430,252.65229596197938,2,2.470864991817351,0,0.0,0,0.0,0,0.0,0,0.0
2052,0,0.0,358,201.51597449290202,2,2.016687102903415,0,0.0,0,0.0,0,0.0,0,0.0
2053,0,0.0,252,83.02907657804474,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2054,18,1.6023011016293323,412,190.046153853658,2,2.2942404299157944,0,0.0,0,0.0,0,0.0,0,0.0
2055,32,2.691304106938591,148,67.33248660835308,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2056,98,8.000481003832913,550,123.15855120310015,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2057,0,0.0,354,105.09232574270025,6,7.549200206892532,0,0.0,0,0.0,0,0.0,0,0.0
2058,0,0.0,84,54.96238704529528,60,77.67572231034545,0,0.0,0,0.0,0,0.0,0,0.0
2059,0,0.0,40,26.936655608646483,74,155.11382490292655,64,446.1803138777922,2,30.66324032845239,0,0.0,0,0.0
2060,0,0.0,276,148.95624174316217,192,206.36736410378595,0,0.0,0,0.0,0,0.0,0,0.0
2061,0,0.0,390,227.08093240074913,6,6.2872958868791375,0,0.0,0,0.0,0,0.0,0,0.0
2062,0,0.0,144,67.9508107529401,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
